teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
(Inilah pernyataan) pemutusan hubungan dari Allah dan rasul-Nya (yang dihadapkan) kepada orang-orang musyrikin yang kamu (kaum muslimin) telah mengadakan perjanjian (dengan mereka).,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"Maka berjalanlah kamu (kaum musyrikin) di muka bumi selama empat bulan, dan ketahuilah bahwa sesungguhnya kamu tidak akan dapat melemahkan Allah, dan sesungguhnya Allah menghinakan orang-orang kafir.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"Dan (inilah) suatu permakluman dari Allah dan rasul-Nya kepada umat manusia pada hari haji akbar, bahwa sesungguhnya Allah dan rasul-Nya berlepas diri dari orang-orang musyrikin. Kemudian jika kamu (kaum musyrikin) bertobat, maka bertobat itu lebih baik bagimu; dan jika kamu berpaling, maka ketahuilah bahwa sesungguhnya kamu tidak dapat melemahkan Allah.  Dan beritakanlah kepada orang-orang kafir (bahwa mereka akan mendapat) siksa yang pedih.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
"kecuali orang-orang musyrikin yang kamu telah mengadakan perjanjian (dengan mereka) dan mereka tidak mengurangi sesuatu pun (dari isi perjanjian)mu dan tidak (pula) mereka membantu seseorang yang memusuhi kamu, maka terhadap mereka itu penuhilah janjinya sampai batas waktunya.  Sesungguhnya Allah menyukai orang-orang yang bertakwa.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Apabila sudah habis bulan-bulan Haram itu, maka bunuhlah orang-orang musyrikin itu di mana saja kamu jumpai mereka, dan tangkaplah mereka.  Kepunglah mereka dan intailah ditempat pengintaian.  Jika mereka bertobat, dan mendirikan salat, dan menunaikan zakat, maka berilah kebebasan kepada mereka untuk berjalan.  Sesungguhnya Allah Maha Pengampun lagi maha Penyayang.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Dan jika seorang diantara orang-orang musyrikin itu meminta perlindungan kepadamu, maka lindungilah ia supaya ia sempat mendengar firman Allah, kemudian antarkanlah ia ketempat yang aman baginya.  Demikian itu disebabkan mereka kaum yang tidak mengetahui.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Bagaimana bisa ada perjanjian (aman) dari sisi Allah dan rasul-Nya dengan orang-orang musyrikin? kecuali orang-orang yang kamu telah mengadakan perjanjian (dengan mereka) di dekat Masjidil Haram?  Maka selama mereka berlaku lurus terhadapmu, hendaklah kamu berlaku lurus (pula) terhadap mereka.  Sesungguhnya Allah menyukai orang-orang yang bertakwa.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"Bagaimana bisa (ada perjanjian dari sisi Allah dan rasul-Nya dengan orang-orang musyrikin), padahal jika mereka memperoleh kemenangan terhadap kamu, mereka tidak memelihara hubungan kekerabatan terhadap kamu dan tidak (pula mengindahkan) perjanjian.  Mereka menyenangkan hatimu dengan mulutnya, sedang hatinya menolak.  Dan kebanyakan mereka adalah orang-orang yang fasik (tidak menepati perjanjian).",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
"Mereka menukarkan ayat-ayat Allah dengan harga yang sedikit, lalu mereka menghalangi (manusia) dari jalan Allah.  Sesungguhnya amat buruklah apa yang mereka kerjakan itu.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mereka tidak memelihara (hubungan) kerabat terhadap orang-orang mukmin dan tidak (pula mengindahkan) perjanjian.  Dan mereka itulah orang-orang yang melampaui batas.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Jika mereka bertobat, mendirikan salat, dan menunaikan zakat, maka (mereka itu) adalah saudara-saudaramu seagama.  Dan Kami menjelaskan ayat-ayat itu bagi kaum yang mengetahui.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Jika mereka merusak sumpah (janji)nya sesudah mereka berjanji, dan mereka mencerca agamamu, maka perangilah pemimpin-pemimpin orang-orang kafir itu, karena sesungguhnya mereka itu adalah orang-orang (yang tidak dapat dipegang) janjinya, agar supaya mereka berhenti.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"Mengapakah kamu tidak memerangi orang-orang yang merusak sumpah (janjinya)?  Padahal mereka telah keras kemauannya untuk mengusir rasul dan merekalah yang pertama kali memulai memerangi kamu.  Mengapakah kamu takut kepada mereka?  Padahal Allah-lah yang berhak untuk kamu takuti, jika kamu benar-benar orang yang beriman.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Perangilah mereka, niscaya Allah akan menyiksa mereka dengan (perantaraan) tangan-tanganmu, dan Allah akan menghinakan mereka dan menolong kamu terhadap mereka, serta melegakan hati orang-orang yang beriman,",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
dan menghilangkan panas hati orang-orang mukmin.  Dan Allah menerima tobat orang yang dikehendaki-Nya.  Allah maha Mengetahui lagi Maha Bijaksana.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Apakah kamu mengira bahwa kamu akan dibiarkan (begitu saja), sedang Allah belum mengetahui (dalam kenyataan) orang-orang yang berjihad di antara kamu dan tidak mengambil menjadi teman yang setia selain Allah, rasul-Nya dan orang-orang yang beriman.  Dan Allah Maha Mengetahui apa yang kamu kerjakan.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Tidaklah pantas orang-orang musyrik itu memakmurkan masjid-masjid Allah, sedang mereka mengakui bahwa mereka sendiri kafir.  Itulah orang-orang yang sia-sia pekerjaannya, dan mereka kekal di dalam neraka.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Hanyalah yang memakmurkan masjid-masjid Allah ialah orang-orang yang beriman kepada Allah dan Hari kemudian, serta tetap mendirikan salat, menunaikan zakat, dan tidak takut (kepada siapa pun) selain kepada Allah, maka merekalah orang-orang yang diharapkan termasuk golongan orang-orang yang mendapat petunjuk.",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Apakah (orang-orang) yang memberi minuman orang-orang yang mengerjakan haji dan mengurus Masjidil Haram kamu samakan dengan orang-orang yang beriman kepada Allah dan hari kemudian serta berjihad di jalan Allah?  Mereka tidak sama di sisi Allah; dan Allah tidak memberi petunjuk kepada kaum yang zalim.,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"Orang-orang yang beriman dan berhijrah, serta berjihad di jalan Allah dengan harta benda dan diri mereka adalah lebih tinggi derajatnya di sisi Allah; dan itulah orang-orang yang mendapat kemenangan.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
