teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
" Wahai Nabi, bertakwalah kepada Allah dan janganlah kamu menaati orang-orang kafir dan munafik. Sesungguhnya Allah Maha Mengetahui lagi Maha Bijaksana.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
 Dan ikutilah apa yang diturunkan kepadamu dari Tuhanmu. Sesungguhnya Allah Maha Mengetahui apa yang kamu kerjakan.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan bertawakallah kepada Allah, dan cukuplah Allah sebagai Pemelihara.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Allah sekali-kali tidak menjadikan bagi seseorang dua hati dalam dirinya. Dan Dia tidak menjadikan istri-istrimu yang kamu zina itu sebagai ibu-ibumu, dan Dia juga tidak menjadikan anak-anak angkatmu sebagai anak-anakmu. Yang demikian itu hanyalah ucapanmu dengan mulutmu, dan Allah Maha Benar dan memberi petunjuk kepada jalan.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Panggillah mereka dengan nama-nama bapak mereka; yang demikian itu lebih adil di sisi Allah. Tetapi jika kamu tidak mengenal bapak-bapak mereka, maka mereka adalah saudara-saudaramu seagama dan wali-walimu. Dan tidak ada dosa bagimu atas apa yang telah kamu sesatkan, melainkan (hanya) atas apa yang hatimu kehendaki. Dan Allah Maha Pengampun lagi Maha Penyayang.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Nabi lebih dekat kepada orang-orang beriman daripada diri mereka sendiri, dan istri-istri beliau adalah ibu-ibu mereka. Dan orang-orang yang berkerabat lebih dekat satu sama lain dalam ketetapan Allah daripada orang-orang beriman dan orang-orang Muhajirin, kecuali jika kamu berbuat baik kepada kerabatmu dengan sebaik-baiknya. Yang demikian itu telah tertulis dalam ketetapan.",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
" Dan ingatlah ketika Kami mengambil perjanjian dari para nabi, dari kamu, dari Nuh, Ibrahim, Musa, dan Isa putra Maryam. Dan Kami telah mengambil dari mereka perjanjian yang teguh.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"supaya Dia menguji orang-orang yang benar tentang kebenaran mereka, dan Dia telah menyediakan bagi orang-orang yang kafir azab yang pedih.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
" Hai orang-orang yang beriman, ingatlah akan nikmat Allah kepadamu ketika datang kepadamu bala tentara, lalu Kami kirimkan kepada mereka angin ribut dan bala tentara yang tidak kamu lihat. Dan Allah Maha Melihat segala apa yang kamu kerjakan.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
" (Ingatlah) ketika mereka datang kepadamu dari atas dan dari bawahmu, dan (ingatlah) ketika pandangan mata berpaling dan hati telah mencapai kerongkongan, dan kamu beranggapan-anggapan yang berbeda-beda terhadap Allah.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
 Di sana orang-orang beriman diuji dan diguncang dengan goncangan yang hebat.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Dan ketika orang-orang munafik dan orang-orang yang ada penyakit dalam hatinya berkata: ""Allah dan Rasul-Nya tidak menjanjikan kepada kami kecuali tipu daya.""",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
" Dan ketika segolongan dari mereka berkata, ""Hai penduduk Yatsrib, tidak ada tempat bagi kalian untuk bermalam, maka kembalilah."" Dan segolongan dari mereka meminta izin kepada Nabi, dengan berkata, ""Sesungguhnya rumah-rumah kami terbuka, tetapi sebenarnya tidak terbuka."" Mereka tidak bermaksud apa-apa selain melarikan diri.",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
" Dan jika surga itu datang kepada mereka dari daerahnya, kemudian mereka diminta untuk mengujinya, niscaya mereka akan mengujinya, dan mereka tidak akan tinggal di dalamnya kecuali sebentar saja.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Dan mereka telah mengadakan perjanjian dengan Allah sebelum itu, bahwa mereka tidak akan berpaling. Dan perjanjian dengan Allah itu akan diminta pertanggungjawaban tentangnya.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Katakanlah: ""Lari itu sekali-kali tidak akan memberi manfaat bagi kamu, jika kamu melarikan diri dari kematian atau pembunuhan, dan kemudian kamu tidak bersenang-senang kecuali sedikit.""",0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
" Katakanlah, ""Siapakah yang dapat melindungi kamu dari (azab) Allah, jika Dia menghendaki kamu (menyakiti) atau menghendaki kamu (menyakiti) rahmat-Nya?"" Dan mereka tidak akan memperoleh bagi diri mereka seorang pun pelindung dan penolong selain Allah.",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"۞ Sesungguhnya Allah mengetahui orang-orang yang menahan diri di antara kamu dan orang-orang yang berkata kepada saudara-saudaranya: ""Marilah kepada kami!"", padahal mereka tidak datang berperang kecuali sedikit saja.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Mereka pelit kepadamu. Namun ketika rasa takut datang, engkau melihat mereka menatapmu, mata mereka berputar-putar seperti orang yang ditaklukkan oleh maut. Namun ketika rasa takut itu hilang, mereka menyerangmu dengan lidah yang tajam, pelit dengan kebaikan. Mereka itu tidak beriman, maka Allah telah menghapuskan amal mereka. Dan yang demikian itu senantiasa terhadap Allah. Mudah saja.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"Mereka mengira kelompok-kelompok itu belum pergi, tetapi jika kelompok-kelompok itu datang, mereka berharap mereka menjadi pengembara di antara orang-orang Arab gurun, yang menanyakan kabar kalian. Dan seandainya mereka ada di antara kalian, mereka tidak akan berperang kecuali sedikit.",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
" Sungguh telah ada pada diri Rasulullah itu suri teladan yang baik bagimu, yaitu bagi orang yang mengharap rahmat Allah dan hari kiamat, dan dia banyak menyebut Allah.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan tatkala orang-orang beriman melihat kaum-kaum itu, mereka berkata, ""Inilah yang dijanjikan Allah dan Rasul-Nya kepada kami, dan Allah serta Rasul-Nya telah mengatakan yang sebenarnya. Dan (janji Allah dan Rasul-Nya) itu tidak lain hanyalah menambah keimanan dan ketundukan mereka.""",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Di antara orang-orang beriman ada orang-orang yang menepati janji mereka kepada Allah. Di antara mereka ada yang telah memenuhi janjinya, dan di antara mereka ada yang menunggu-nunggu, dan mereka tidak mengubah sedikit pun.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
" Semoga Allah memberi pahala kepada orang-orang yang jujur atas kejujuran mereka dan menghukum orang-orang munafik, jika Dia menghendaki, atau menerima taubat mereka. Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan Allah mengusir orang-orang kafir dengan amarah mereka, dan mereka tidak memperoleh kebaikan sedikit pun. Dan Allah mencukupi orang-orang yang beriman dalam peperangan. Dan Allah Maha Kuasa lagi Maha Perkasa.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Dan Dia menjatuhkan orang-orang yang mendukung mereka dari kalangan Ahli Kitab dari benteng-benteng mereka dan menanamkan rasa takut ke dalam hati mereka. Kamu membunuh suatu golongan dan menawan suatu golongan.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Dan Dia telah mewariskan kepadamu tanah-tanah mereka, rumah-rumah mereka, harta benda mereka, dan tanah yang belum pernah kamu injak. Dan Allah Maha Kuasa atas segala sesuatu.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Hai Nabi, katakanlah kepada istri-istrimu: ""Jika kamu menghendaki kehidupan dunia dan perhiasannya, maka datanglah, niscaya aku akan memberi rezeki kepadamu dan membebaskan kamu dengan jalan yang baik.""",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
"Tetapi jika kamu menghendaki Allah, Rasul-Nya dan negeri akhirat, maka sesungguhnya Allah telah menyediakan untuk istri-istri yang saleh di antara kamu pahala yang besar.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
" Wahai istri-istri Nabi, barangsiapa di antara kalian yang melakukan kemaksiatan yang nyata, maka baginya siksa yang berlipat ganda. Dan itu mudah bagi Allah.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" ۞ Dan barangsiapa di antara kamu yang taat kepada Allah dan Rasul-Nya dan mengerjakan amal saleh, maka Kami akan memberinya pahala dua kali lipat dan Kami sediakan untuknya rezeki yang mulia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
