teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
" Sesungguhnya orang-orang yang kafir dan menghalangi manusia dari jalan Allah, Allah akan menghapuskan amal-amal mereka.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan orang-orang yang beriman dan mengerjakan amal saleh dan beriman kepada kitab yang diturunkan kepada Muhammad, dan itu adalah benar dari Tuhan mereka, niscaya Allah menghapus kesalahan-kesalahan mereka dan memperbaiki keadaan mereka.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
" Yang demikian itu karena sesungguhnya orang-orang kafir itu mengikuti yang batil, dan orang-orang yang beriman itu mengikuti yang benar dari Tuhan mereka. Demikianlah Allah memperlihatkan kepada manusia perumpamaan-perumpamaan mereka.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Maka apabila kamu bertemu dengan orang-orang kafir, pancunglah leher mereka hingga kamu berhasil membantai mereka, kemudian amankanlah ikatan mereka. Kemudian, ambillah kebaikan sesudahnya, atau tebuslah mereka hingga perang selesai. Demikianlah perbuatan mereka. Dan seandainya Allah menghendaki, niscaya Dia membalas mereka, tetapi (perbuatan itu) hanyalah untuk menguji sebagian kamu dengan sebagian yang lain. Dan orang-orang yang gugur di jalan Allah, itulah cobaan. Allah tidak akan menyia-nyiakan amal mereka.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
 Dia akan membimbing mereka dan mengatur urusan mereka dengan benar.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
 Dan Dia memasukkan mereka ke dalam surga yang telah Dia kenalkan kepada mereka.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Hai orang-orang yang beriman, jika kamu menolong Allah, niscaya Dia akan menolong kamu dan meneguhkan kedudukanmu.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan orang-orang yang kafir, maka amat buruklah nasib mereka dan Allah menghapuskan amal-amal mereka.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
" Yang demikian itu adalah karena mereka benci kepada apa yang diturunkan Allah, maka Allah hapuskan amal-amal mereka.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" ۞ Dan apakah mereka tidak berjalan di muka bumi dan memperhatikan bagaimana kesudahan orang-orang sebelum mereka? Allah telah membinasakan mereka, dan bagi orang-orang kafir seperti itu.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Yang demikian itu adalah karena sesungguhnya Allah adalah Pelindung orang-orang yang beriman, dan sesungguhnya orang-orang yang kafir tidak mempunyai pelindung.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sesungguhnya Allah memasukkan orang-orang yang beriman dan mengerjakan amal saleh ke dalam surga yang mengalir di bawahnya sungai-sungai. Dan orang-orang yang kafir akan bersenang-senang dan makan sebagaimana makan binatang ternak, dan neraka adalah tempat tinggal bagi mereka.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
" Dan berapa banyak kota yang lebih kuat kekuatannya daripada kotamu yang mengusirmu? Kami telah membinasakan mereka, dan tidak ada seorang pun penolong bagi mereka.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
" Apakah orang yang memiliki bukti yang nyata dari Tuhannya sama dengan orang yang dipermainkan kejahatannya, kemudian mereka mengikuti hawa nafsunya?",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"Perumpamaan surga yang dijanjikan kepada orang-orang yang bertakwa: Di dalamnya ada sungai-sungai yang airnya tidak pernah berubah, sungai-sungai susu yang tidak pernah berubah rasanya, sungai-sungai anggur yang lezat bagi orang-orang yang meminumnya, dan sungai-sungai madu yang murni. Di dalamnya mereka memperoleh dari segala macam buah-buahan dan ampunan dari Tuhan mereka, seperti orang yang kekal di dalam neraka lalu diberi minum air yang mendidih, lalu usus mereka pecah.",1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Dan di antara mereka ada orang-orang yang mendengarkan kamu, hingga apabila mereka meninggalkan kamu, mereka berkata kepada orang-orang yang telah diberi ilmu pengetahuan, ""Apa yang baru saja dikatakannya?"" Mereka itulah orang-orang yang telah dikunci mati oleh Allah dalam hati mereka, dan mereka mengikuti hawa nafsu mereka.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
" Dan orang-orang yang mendapat petunjuk, Allah tambahkan petunjuk kepada mereka dan memberikan kepada mereka ketakwaan.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Apakah yang mereka tunggu-tunggu selain Hari Kiamat, yaitu kedatangannya yang tiba-tiba? Padahal tanda-tandanya telah datang. Maka bagaimanakah mereka akan mendapat manfaat ketika datang peringatan kepada mereka?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Maka ketahuilah bahwa tiada Tuhan selain Allah, dan mohonlah ampunan atas dosamu dan dosa orang-orang mukmin laki-laki dan perempuan. Dan Allah mengetahui gerakmu dan tempatmu beristirahat.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan orang-orang yang beriman berkata, ""Mengapa tidak diturunkan suatu surah?"" Padahal, jika diturunkan suatu surah yang nyata dan di dalamnya disebutkan tentang perang, kamu akan melihat orang-orang yang di dalam hatinya ada penyakit, memandangmu seperti orang yang pingsan karena kematian. Maka, lebih pantas bagi mereka untuk murka.",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
" Ketaatan dan tutur kata yang baik. Kemudian jika urusan telah diputuskan, jika mereka benar kepada Allah, itu lebih baik bagi mereka.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Maka apakah jika kamu berkuasa, kamu akan membuat kerusakan di muka bumi dan memutuskan hubungan kekerabatan?",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
" Mereka itulah orang-orang yang dilaknat Allah, lalu Allah jadikan mereka tuli dan buta penglihatannya.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
 Maka apakah mereka tidak memperhatikan Al-Quran dengan seksama ataukah hati mereka terkunci?,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
" Sesungguhnya orang-orang yang kembali kepada jalan yang benar setelah jelas bagi mereka petunjuk, setan telah menggoda mereka dan memberi mereka harapan yang panjang.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Yang demikian itu adalah karena sesungguhnya mereka berkata kepada orang-orang yang membenci apa yang diturunkan Allah: ""Kami akan menaati kamu dalam sebagian urusan."" Dan Allah mengetahui rahasia-rahasia mereka.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
" Maka bagaimanakah jadinya apabila malaikat mencabut ruh mereka, lalu memukul muka dan punggung mereka?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
" Yang demikian itu adalah karena mereka mengikuti apa yang membuat Allah murka dan membenci keridhaan-Nya, maka Allah menghapuskan amal-amal mereka.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
 Atau apakah orang-orang yang ada penyakit dalam hatinya mengira bahwa Allah tidak akan memperlihatkan kebencian mereka?,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"Dan jika Kami menghendaki, niscaya Kami tunjukkan mereka kepadamu, maka kamu akan mengenali mereka dari ciri-cirinya, dan kamu pasti akan mengenali mereka dari nada bicaranya. Dan Allah mengetahui perbuatanmu.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan sungguh-sungguh akan Kami uji kamu agar Kami jelaskan orang-orang yang berjihad di antara kamu dan orang-orang yang sabar, dan agar Kami jelaskan berita-berita kamu.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
" Sesungguhnya orang-orang yang kafir dan menghalangi (manusia) dari jalan Allah dan menentang Rasul setelah jelas petunjuk bagi mereka, mereka tidak dapat mendatangkan mudharat kepada Allah sedikit pun, dan Allah menghapuskan amal-amal mereka.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Hai orang-orang yang beriman, taatilah Allah dan taatilah Rasul, dan janganlah kamu membatalkan amal-amalmu.",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Sesungguhnya orang-orang yang kafir dan menghalangi (manusia) dari jalan Allah, kemudian mereka mati dalam keadaan kafir, maka Allah tidak akan mengampuni mereka selama-lamanya.",1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
" Maka janganlah kamu bersikap lemah dan menyerukan perdamaian, padahal kamu adalah orang-orang yang unggul. Sesungguhnya Allah beserta kamu dan Dia sekali-kali tidak akan menyia-nyiakan amalmu.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Kehidupan dunia ini hanyalah permainan dan senda gurau. Tetapi jika kamu beriman dan bertakwa kepada Allah, niscaya Dia akan memberimu pahala dan tidak akan meminta hartamu.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Jika mereka meminta kepadamu, lalu kamu menolaknya, maka kamu akan menjadi orang yang kikir, dan Dia akan mendatangkan dendammu.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
" Kalian di sini, kalian dipanggil untuk menafkahkan harta di jalan Allah. Namun di antara kalian ada orang yang kikir, dan barangsiapa yang kikir, sesungguhnya ia kikir terhadap dirinya sendiri. Allah Maha Kaya, sedangkan kalian adalah orang-orang miskin. Dan jika kalian berpaling, Dia akan mengganti kalian dengan kaum yang lain; maka mereka tidak akan seperti kalian.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
