teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
 Allah telah mendengar perkataan wanita yang berdebat denganmu tentang suaminya dan mengadukannya kepada Allah. Dan Allah mendengarkan percakapanmu. Sesungguhnya Allah Maha Mendengar lagi Maha Melihat.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Orang-orang di antara kalian yang bersumpah atas istri-istri mereka bahwa mereka bukanlah ibu-ibu mereka, padahal ibu-ibu mereka tidak lain hanyalah anak-anak mereka. Dan sesungguhnya mereka mengatakan perkataan yang keji dan dusta. Padahal, Allah Maha Pengampun lagi Maha Pengampun.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Dan orang-orang yang bersumpah menceraikan istri-istri mereka, kemudian mengingkari perkataan mereka, kemudian memerdekakan budak sebelum mereka bersetubuh. Demikianlah kamu diperintahkan untuk melakukannya. Dan Allah Maha Mengetahui apa yang kamu kerjakan.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Barangsiapa tidak mampu, maka berpuasalah dua bulan berturut-turut sebelum mereka saling bersentuhan. Dan barangsiapa tidak mampu, maka memberi makan enam puluh orang miskin. Yang demikian itu agar kamu beriman kepada Allah dan Rasul-Nya. Dan yang demikian itu adalah hukum-hukum Allah. Dan bagi orang-orang kafir siksa yang pedih.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Sesungguhnya orang-orang yang menentang Allah dan Rasul-Nya akan direndahkan sebagaimana orang-orang sebelum mereka. Dan sesungguhnya Kami telah menurunkan ayat-ayat yang nyata. Dan bagi orang-orang kafir ada azab yang menghinakan.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Hari ketika Allah membangkitkan mereka semua, lalu memberitakan kepada mereka apa yang telah mereka kerjakan. Allah telah menghitungnya, tetapi mereka melupakannya. Dan Allah Maha Menyaksikan atas segala sesuatu.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Tidakkah kamu perhatikan bahwa Allah mengetahui apa yang ada di langit dan apa yang ada di bumi? Tidaklah suatu pembicaraan rahasia antara tiga orang melainkan Dialah yang keempat bagi mereka, tidak pula antara lima orang melainkan Dialah yang keenam bagi mereka, tidak pula kurang dari itu atau lebih melainkan Dia beserta mereka di mana saja mereka berada. Kemudian Dia akan memberitakan kepada mereka apa yang telah mereka kerjakan pada Hari Kiamat. Sesungguhnya Allah Maha Mengetahui segala sesuatu.",0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
"Tidakkah kamu perhatikan orang-orang yang dilarang berbicara secara rahasia, kemudian mereka kembali kepada apa yang dilarang dan berunding secara diam-diam tentang dosa, permusuhan, dan kemaksiatan kepada Rasul? Dan ketika mereka datang kepadamu, mereka memberi salam kepadamu dengan apa yang tidak Allah berikan salam kepadamu, dan mereka berkata dalam hati mereka, ""Mengapa Allah tidak menyiksa kami atas apa yang kami ucapkan?"" Cukuplah bagi mereka neraka Jahannam, mereka akan terbakar di dalamnya, seburuk-buruk tempat kembali. Takdir.",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
"Wahai orang-orang yang beriman, jika kalian berunding secara diam-diam, janganlah kalian berunding secara diam-diam tentang dosa, permusuhan, dan kemaksiatan kepada Rasul, tetapi berundinglah secara diam-diam tentang kebaikan dan ketakwaan. Dan bertakwalah kepada Allah, yang kepada-Nya kalian akan dikumpulkan.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
" Sesungguhnya percakapan diam-diam itu dari setan, agar ia menyusahkan orang-orang yang beriman, dan ia tidak akan membahayakan mereka sedikit pun kecuali dengan izin Allah. Dan hendaklah orang-orang yang beriman bertawakal kepada Allah.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
