teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
" Wahai orang-orang yang beriman, penuhilah semua akad. Dihalalkan bagimu binatang ternak, kecuali yang dibacakan kepadamu—bukan hewan buruan saat kamu dalam keadaan ihram. Sesungguhnya Allah menghakimi sesuai kehendak-Nya.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Hai orang-orang yang beriman, janganlah kamu melanggar syariat Allah, bulan haram, persembahan, karangan bunga, dan (kedatangan) yang datang dari Baitullah, karena kamu mengharapkan karunia dan keridhaan dari Tuhan mereka. Dan jika kamu dalam keadaan ihram, maka berburulah. Dan janganlah kebencian suatu kaum menghalangi kamu [memasuki Baitullah]. Masjidil Haram, agar kamu tidak melampaui batas. Dan tolong-menolonglah dalam kebaikan dan ketakwaan, tetapi janganlah kamu tolong-menolong dalam dosa dan permusuhan. Dan bertakwalah kepada Allah; sesungguhnya Allah amat keras hukuman-Nya.",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Diharamkan bagimu bangkai, darah, daging babi, binatang yang disembelih dengan nama selain Allah, binatang yang dicekik, dipukul, jatuh dari kepala, ditanduk, atau yang dimakan binatang buas, kecuali kamu sembelih dengan cara yang benar, atau yang disembelih di atas altar batu, atau kamu mencari kemenangan dengan panah. Yang demikian itu termasuk dosa. Pada hari ini semua orang berputus asa. Orang-orang yang kafir terhadap agamamu, janganlah kamu takut kepada mereka, tetapi takutlah kepada-Ku. Pada hari ini telah Aku sempurnakan bagimu agamamu, dan telah Aku cukupkan nikmat-Ku atasmu, dan telah Aku ridhoi Islam sebagai agama bagimu. Barangsiapa terpaksa karena lapar, bukan karena keinginan untuk berbuat dosa, maka sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"Mereka bertanya kepadamu, [wahai Muhammad], apa yang halal bagi mereka. Katakanlah, ""Dihalalkan bagimu makanan yang baik-baik dan apa yang telah kamu ajarkan tentang berburu burung, dan ajari mereka dari apa yang telah Allah ajarkan kepadamu. Maka makanlah dari apa yang mereka tangkap untukmu dan sebutlah nama Allah atasnya, dan bertakwalah kepada Allah. Sesungguhnya Allah sangat cepat perhitungan-Nya.""",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
"Pada hari ini telah dihalalkan bagimu semua makanan yang baik. Dan makanan orang-orang yang diberi Kitab Suci itu halal bagimu, dan makananmu pun halal bagi mereka. Dan juga wanita-wanita yang baik hati dari antara orang-orang mukmin dan wanita-wanita yang baik hati dari antara orang-orang yang diberi Kitab Suci sebelum kamu, setelah kamu memberikan kepada mereka pahala yang setimpal, yaitu wanita-wanita yang suci, yang tidak berzina dan tidak berzina. Dan barangsiapa yang kafir dalam iman, maka sia-sialah amalnya, dan ia di akhirat termasuk orang-orang yang merugi.",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
"Hai orang-orang yang beriman, jika kamu hendak salat, basuhlah wajah-wajahmu, lengan-lenganmu hingga siku, dan usaplah kepala-kepalamu, kaki-kakimu hingga mata kaki. Dan jika kamu dalam keadaan junub besar, maka bersucilah. Dan jika kamu sakit, atau dalam perjalanan, atau salah seorang di antara kamu datang dari tempat buang hajat, atau jika kamu telah menyentuh perempuan dan tidak menemukan air, maka carilah tanah yang suci dan usaplah wajah-wajah dan tangan-tanganmu dengannya. Allah tidak bermaksud menyulitkanmu, tetapi Dia bermaksud menyucikanmu dan menyempurnakan nikmat-Nya kepadamu, agar kamu bersyukur.",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
"Dan ingatlah akan nikmat Allah kepadamu dan perjanjian-Nya yang telah Dia tetapkan kepadamu ketika kamu berkata, ""Kami dengar dan kami taat,"" dan bertakwalah kepada Allah. Sesungguhnya Allah Maha Mengetahui apa yang ada dalam dada.",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
" Wahai orang-orang yang beriman, jadilah kamu orang-orang yang teguh pendirian karena Allah, menjadi saksi dalam keadilan. Dan janganlah kebencian suatu kaum menghalangimu untuk berlaku adil. Berlakulah adil, karena yang demikian itu lebih dekat kepada kebenaran. Dan bertakwalah kepada Allah. Sesungguhnya Allah Maha Mengetahui apa yang kamu kerjakan.",0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Allah telah menjanjikan kepada orang-orang yang beriman dan mengerjakan amal saleh bahwa mereka akan mendapat ampunan dan pahala yang besar.,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
" Dan orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itu adalah penghuni neraka.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Hai orang-orang yang beriman, ingatlah akan nikmat Allah kepadamu ketika suatu kaum bertekad hendak mengulurkan tangan mereka kepadamu, tetapi Allah menahan tangan mereka darimu. Dan bertakwalah kepada Allah; dan hendaklah kepada Allah orang-orang yang beriman bertawakal.",1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Dan Allah telah mengambil perjanjian dari Bani Israil, lalu Kami angkat dari mereka dua belas pemimpin. Dan Allah berfirman, ""Sesungguhnya Aku beserta kamu. Jika kamu mendirikan salat, menunaikan zakat, beriman kepada rasul-rasul-Ku, menolong mereka, dan meminjamkan kepada Allah pinjaman yang baik, niscaya Aku hapus kesalahan-kesalahanmu dan Aku masukkan kamu ke dalam surga."" (yaitu) surga yang mengalir di bawahnya sungai-sungai. Barangsiapa yang kafir di antara kamu sesudah itu, maka sesungguhnya ia telah sesat dari jalan yang benar.",0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
"Karena mereka mengingkari perjanjian, Kami kutuk mereka dan Kami jadikan hati mereka keras. Mereka memutarbalikkan perkataan dari tata cara yang semestinya, dan mereka melupakan sebagian dari apa yang telah diperingatkan kepada mereka. Dan kamu tidak henti-hentinya menyingkapkan pengkhianatan di antara mereka, kecuali terhadap sedikit dari mereka. Maka maafkanlah mereka dan biarkanlah mereka. Sesungguhnya Allah menyukai orang-orang yang berbuat baik.",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
"Dan di antara orang-orang yang mengatakan, ""Sesungguhnya kami orang-orang Nasrani,"" Kami telah mengambil perjanjian mereka, tetapi mereka melupakan sebagian dari apa yang telah diperingatkan kepada mereka. Maka Kami timbulkan di antara mereka permusuhan dan kebencian sampai hari kiamat. Dan Allah akan memberitakan kepada mereka apa yang telah mereka kerjakan.",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
" Wahai Ahli Kitab, telah datang kepada kalian Rasul Kami yang menjelaskan kepada kalian sebagian besar dari apa yang dahulu kalian sembunyikan dari Kitab Suci, dan memaafkan sebagian besarnya. Telah datang kepada kalian dari Allah cahaya dan Kitab yang menjelaskan.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
