teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
" Allah, tidak ada Tuhan melainkan Dia, Yang Maha Hidup kekal lagi Maha Memelihara segala makhluk.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Dia telah menurunkan kepadamu, [Muhammad], Kitab (Al-Quran) dengan sebenarnya, membenarkan kitab-kitab yang sebelumnya. Dan Dia telah menurunkan Taurat dan Injil.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Sebelumnya, sebagai petunjuk bagi umat manusia, dan Dia menurunkan Al-Qur'an. Sesungguhnya, orang-orang yang kafir terhadap ayat-ayat Allah akan mendapat azab yang pedih. Dan Allah Maha Perkasa lagi Maha Pemberi Rezeki.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
" Tidak ada sesuatu pun yang tersembunyi bagi Allah, baik di bumi maupun di langit.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Dialah yang membentuk kamu dalam rahim sesuai kehendak-Nya. Tidak ada Tuhan selain Dia, Yang Maha Perkasa lagi Maha Bijaksana.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Dialah yang telah menurunkan Kitab Suci kepadamu; di dalamnya ada ayat-ayat yang jelas dan merupakan dasar Kitab Suci, dan sebagian lainnya tidak jelas. Adapun orang-orang yang hatinya sesat, mereka mengikuti ayat-ayat yang tidak jelas, mencari perselisihan dan mencari penafsirannya. Tidak ada yang mengetahui penafsirannya kecuali Allah. Dan orang-orang yang berilmu berkata, ""Kami beriman kepadanya. Semuanya dari Tuhan kami."" Dan tidak ada yang mengambil pelajaran kecuali orang-orang yang berakal.",0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
"Ya Tuhan kami, janganlah biarkan hati kami berpaling setelah Engkau memberi kami petunjuk, dan berikanlah kami rahmat dari-Mu. Sesungguhnya, Engkau Maha Pemberi.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Ya Tuhan kami, Engkau sungguh akan mengumpulkan manusia pada hari yang tidak ada keraguan padanya. Sesungguhnya Allah tidak akan menyalahi janji-Nya.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
" Sesungguhnya orang-orang kafir, harta benda dan anak-anak mereka tidak akan berguna sedikit pun bagi mereka di sisi Allah. Dan mereka itulah bahan bakar api neraka.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan seperti halnya kaum Fir'aun dan orang-orang sebelum mereka, mereka mendustakan ayat-ayat Kami, maka Allah menyiksa mereka karena dosa-dosa mereka. Dan Allah amat keras siksaan-Nya.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Katakanlah kepada orang-orang yang kafir: ""Kalian akan dikalahkan dan digiring ke dalam Jahannam dan seburuk-buruk tempat kembali.""",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
 Telah terdapat tanda bagimu pada dua golongan yang bertemu; satu golongan berperang di jalan Allah dan satu golongan lagi kafir. Mereka melihat jumlah mereka dua kali lipat dengan mata kepala. Dan Allah menolong siapa yang Dia kehendaki dengan kemenangan-Nya. Sesungguhnya pada yang demikian itu benar-benar terdapat pelajaran bagi orang-orang yang melihat.,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
"Telah menghiasi manusia kecintaan kepada hawa nafsu, yaitu wanita, anak-anak, emas dan perak yang melimpah, kuda, ternak, dan ladang pertanian. Itulah kenikmatan hidup dunia, dan di sisi Allah-lah tempat kembali yang terbaik.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
" ۞ Katakanlah, ""Maukah aku kabarkan kepadamu tentang sesuatu yang lebih baik dari itu?"" Bagi orang-orang yang bertakwa, ada surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya, dan istri-istri yang suci serta keridhaan Allah. Dan Allah Maha Melihat akan hamba-hamba-Nya.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
"Orang-orang yang berdoa: ""Ya Tuhan kami, sesungguhnya kami telah beriman, maka ampunilah dosa-dosa kami dan peliharalah kami dari siksa api neraka.""",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
" Orang-orang yang sabar, orang-orang yang jujur, orang-orang yang taat, orang-orang yang berinfak, dan orang-orang yang beristighfar sebelum fajar.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Allah bersaksi bahwa tidak ada Tuhan selain Dia, demikian pula para malaikat dan orang-orang berilmu yang menegakkan keadilan. Tidak ada Tuhan selain Dia, Yang Maha Perkasa lagi Maha Bijaksana.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Sesungguhnya agama di sisi Allah hanyalah Islam. Dan orang-orang yang diberi Kitab Suci tidak berselisih kecuali setelah datang kepada mereka ilmu pengetahuan, karena permusuhan di antara mereka. Dan barangsiapa yang ingkar kepada ayat-ayat Allah, maka sesungguhnya Allah sangat cepat perhitungan-Nya.",1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
" Jika mereka membantahmu, katakanlah, ""Aku telah berserah diri kepada Allah, dan begitu pula orang-orang yang mengikutiku."" Dan katakanlah kepada orang-orang yang diberi Kitab Suci dan orang-orang yang tidak terpelajar, ""Apakah kamu telah berserah diri?"" Jika mereka berserah diri, maka sesungguhnya mereka telah mendapat petunjuk. Jika mereka berpaling, maka sesungguhnya atasmulah (kepada Allah) penyampaian itu. Dan Allah Maha Melihat akan hamba-hamba-Nya.",0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
"Sesungguhnya orang-orang yang kafir kepada ayat-ayat Allah, dan membunuh para nabi tanpa alasan yang benar, dan membunuh orang-orang yang menegakkan keadilan di antara manusia, beritahukanlah kepada mereka (dengan) azab yang pedih.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
 Mereka itulah orang-orang yang telah hapus amalnya di dunia dan akhirat dan mereka tidak memperoleh seorang penolong pun.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Tidakkah kamu perhatikan orang-orang yang diberi sebagian dari Kitab Suci? Mereka diajak kepada Kitab Allah untuk mengadili di antara mereka, kemudian sebagian dari mereka berpaling, sedang mereka dalam kesesatan.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Yang demikian itu adalah karena mereka berkata, “Neraka tidak akan menyentuh kami kecuali beberapa hari saja.” Dan apa yang selalu mereka ada-adakan itu telah menipu mereka dalam agama mereka.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Maka bagaimanakah apabila Kami kumpulkan mereka pada hari yang tidak ada keraguan padanya, dan telah dibalaskan kepada tiap-tiap jiwa apa yang telah dikerjakannya dengan sempurna, dan mereka sedikit pun tidak dianiaya?",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
" Katakanlah, ""Ya Allah, Pemilik Kerajaan, Engkau berikan kerajaan kepada siapa yang Engkau kehendaki dan Engkau cabut kerajaan dari siapa yang Engkau kehendaki. Engkau muliakan siapa yang Engkau kehendaki dan Engkau hinakan siapa yang Engkau kehendaki. Di tangan-Mu segala kebaikan. Sesungguhnya Engkau Maha Kuasa atas segala sesuatu.""",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
