teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
 Segala yang ada di langit dan yang ada di bumi bertasbih kepada Allah. Bagi-Nyalah kekuasaan dan bagi-Nyalah pujian. Dan Dia Maha Kuasa atas segala sesuatu.,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
" Dialah yang menciptakan kamu, dan di antara kamu ada yang kafir dan di antara kamu ada yang beriman. Dan Allah Maha Melihat apa yang kamu kerjakan.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Dia menciptakan langit dan bumi dengan tujuan yang benar, lalu membentuk rupamu dan menyempurnakan bentukmu; dan hanya kepada-Nya-lah tempat kembali.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
" Dia mengetahui apa yang ada di langit dan di bumi, dan mengetahui apa yang kamu rahasiakan dan apa yang kamu nyatakan. Dan Allah Maha Mengetahui apa yang ada dalam dada.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Bukankah telah sampai kepadamu berita tentang orang-orang kafir sebelumnya? Maka mereka merasakan akibat buruk dari perbuatan mereka, dan bagi mereka azab yang pedih.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Yang demikian itu karena sesungguhnya telah datang kepada mereka rasul-rasul dengan bukti-bukti yang nyata, lalu mereka berkata, ""Apakah manusia yang memberi petunjuk kepada kami?"" Maka mereka pun kafir dan berpaling. Dan Allah Maha Kaya, dan Allah Maha Terpuji.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
" Orang-orang kafir mengaku bahwa mereka tidak akan dibangkitkan. Katakanlah, ""Ya, demi Tuhanku, kamu pasti akan dibangkitkan, kemudian kamu pasti akan diberitakan apa yang telah kamu kerjakan. Dan yang demikian itu mudah bagi Allah.""",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Maka berimanlah kepada Allah, Rasul-Nya, dan cahaya yang telah Kami turunkan. Dan Allah Maha Mengetahui apa yang kamu kerjakan.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Hari di mana Dia mengumpulkan kalian pada Hari Perkumpulan—yaitu Hari Kerugian Bersama. Dan barangsiapa yang beriman kepada Allah dan beramal saleh, maka Dia akan menghapus kesalahan-kesalahannya dan memasukkannya ke dalam surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya. Itulah kemenangan yang agung.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itu adalah penghuni-penghuni neraka; mereka kekal di dalamnya. Dan seburuk-buruk tempat kembali.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
"Tidak ada satu musibah pun yang menimpa kecuali dengan izin Allah. Dan barangsiapa yang beriman kepada Allah, maka Dia akan memberi petunjuk kepada hatinya. Dan Allah Maha Mengetahui segala sesuatu.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan taatilah Allah dan taatilah Rasul. Tetapi jika kamu berpaling, maka sesungguhnya atas Rasul Kami hanyalah pemberitaan yang nyata.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
 Allah - tidak ada Tuhan selain Dia. Dan hendaklah orang-orang yang beriman bertawakal kepada Allah.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Hai orang-orang yang beriman, sesungguhnya di antara istri-istrimu dan anak-anakmu ada yang menjadi musuh bagimu, maka berhati-hatilah terhadap mereka. Tetapi jika kamu memaafkan, melupakan, dan mengampuni, maka sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Hartamu dan anak-anakmu hanyalah cobaan, dan di sisi Allah-lah pahala yang besar.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Maka bertakwalah kepada Allah semampu kalian, dan dengarkan, taati, dan infakkanlah (hartamu) di jalan Allah. Itu lebih baik bagi kalian. Dan barangsiapa yang terpelihara dari kekikiran jiwanya, merekalah orang-orang yang beruntung.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
" Jika kamu meminjamkan kepada Allah pinjaman yang baik, niscaya Dia akan melipatgandakannya untukmu dan mengampuni dosamu. Dan Allah Maha Mensyukuri dan Maha Penyantun.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Yang Maha Mengetahui segala yang gaib dan nyata, Yang Maha Agung Perkasanya, Yang Maha Bijaksana",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
