teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
" Wahai Nabi, jika kamu menceraikan istri-istrimu, ceraikanlah mereka sesuai masa iddah mereka, dan hitunglah masa iddah itu, dan bertakwalah kepada Allah, Tuhanmu. Janganlah kamu mengusir mereka dari rumah-rumah mereka, dan janganlah mereka keluar [dari rumah], kecuali jika mereka melakukan kekejian yang nyata. Itulah hukum-hukum Allah. Dan barangsiapa yang melanggar hukum-hukum Allah, sesungguhnya ia telah menganiaya dirinya sendiri. Kamu tidak tahu. Mudah-mudahan Allah akan mendatangkan sesuatu yang baru sesudah ini.",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
"Maka apabila telah sampai masanya, peliharalah mereka dengan cara yang ma'ruf, atau pisahkanlah mereka dengan cara yang ma'ruf. Dan persaksikanlah dua orang laki-laki yang adil dari antara kamu, dan tegakkanlah kesaksian itu karena Allah. Yang demikian itu adalah peringatan bagi siapa pun yang beriman kepada Allah dan Hari Akhir. Dan siapa pun yang bertakwa kepada Allah, niscaya Dia akan memberikan jalan keluar baginya.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
" Dan memberinya rezeki dari arah yang tidak disangka-sangka. Dan barangsiapa yang bertawakal kepada Allah, maka Allah akan mencukupinya. Sesungguhnya Allah akan menyempurnakan takdir-Nya. Allah telah menetapkan bagi segala sesuatu batasnya.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Dan bagi para wanita di antara kalian yang telah putus asa untuk mendapatkan haid, jika kalian ragu, maka haid mereka adalah tiga bulan, dan bagi mereka yang belum haid. Dan bagi mereka yang hamil, masa haid mereka adalah sampai mereka melahirkan. Dan barangsiapa yang bertakwa kepada Allah, niscaya Dia akan memudahkan urusannya.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Itulah perintah Allah yang telah Dia turunkan kepadamu. Dan barangsiapa yang bertakwa kepada Allah, niscaya Dia akan menghapus kesalahan-kesalahannya dan memberikan pahala yang besar kepadanya.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Hendaklah mereka tinggal di tempat kediamanmu, sesuai dengan kemampuanmu, dan janganlah kamu menyakiti mereka dengan tujuan menyulitkan mereka. Dan jika mereka hamil, maka nafkahilah mereka sampai mereka melahirkan. Dan jika mereka menyusui untukmu, maka berikanlah upah mereka dan musyawarahkanlah di antara kamu tentang apa yang dapat diterima. Dan jika kamu tidak setuju, maka perempuan lain boleh menyusuinya.",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
" Hendaklah orang yang berkelimpahan menafkahkan sebagian hartanya, dan orang yang terbatas rezekinya, hendaklah ia menafkahkan sebagian dari apa yang telah Allah berikan kepadanya. Allah tidak membebani seseorang melainkan sesuai dengan kesanggupannya. Allah akan memberikan kemudahan setelah kesulitan.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Dan berapa banyak negeri yang telah durhaka terhadap perintah Tuhannya dan para rasul-Nya? Maka Kami menimpakan azab yang pedih kepadanya dan Kami siksa dia dengan azab yang pedih.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Maka dia pun merasakan akibat perbuatannya, dan akibat perbuatannya itu adalah kerugian.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Allah telah menyiapkan bagi mereka azab yang pedih. Maka bertakwalah kepada Allah, hai orang-orang yang berakal dan beriman. Allah telah menurunkan kepadamu suatu amanat.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Seorang Rasul yang membacakan ayat-ayat Allah yang nyata kepadamu agar Dia mengeluarkan orang-orang yang beriman dan beramal saleh dari kegelapan menuju cahaya. Dan barangsiapa yang beriman kepada Allah dan beramal saleh, niscaya Dia akan memasukkannya ke dalam surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya. Sesungguhnya Allah telah berbuat baik kepadanya.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Allah-lah yang menciptakan tujuh langit dan seperti itu pula bumi. Perintah-Nya turun kepada langit dan bumi agar kamu mengetahui bahwa Allah Maha Kuasa atas segala sesuatu dan bahwa Allah Maha Luas ilmu-Nya atas segala sesuatu.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
