teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
 Segala yang di langit dan segala yang di bumi bertasbih kepada Allah. Dia-lah Yang Maha Perkasa lagi Maha Bijaksana.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dialah yang mengusir orang-orang kafir dari Ahli Kitab dari rumah-rumah mereka pada waktu pertama kali berkumpul. Kamu tidak menyangka bahwa mereka akan keluar, dan mereka mengira bahwa benteng-benteng mereka akan melindungi mereka dari (azab) Allah. Maka Allah mendatangkan malapetaka kepada mereka dari arah yang tidak mereka duga, dan Dia memasukkan rasa takut ke dalam hati mereka. Mereka menghancurkan rumah-rumah mereka dengan tangan mereka sendiri dan tangan orang lain. Hai orang-orang yang beriman, ambillah pelajaran, hai orang-orang yang memiliki penglihatan.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
"Dan kalau tidak karena Allah telah menetapkan pengasingan atas mereka, tentulah Dia menyiksa mereka di dunia dan di akhirat mereka mendapat siksaan neraka.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Yang demikian itu karena mereka menentang Allah dan Rasul-Nya. Dan barangsiapa menentang Allah, sesungguhnya Allah amat keras siksaan-Nya.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Apa saja pohon kurma yang kamu tebang atau yang kamu biarkan tumbuh tegak beserta akar-akarnya, maka semuanya itu dengan izin Allah, dan supaya Dia memberi kehinaan kepada orang-orang yang fasik.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Dan apa pun harta rampasan perang yang Allah berikan kepada Rasul-Nya dari mereka, kamu tidak memaksa mereka untuk menggunakan kuda dan unta. Akan tetapi Allah memberi kekuasaan kepada rasul-rasul-Nya atas siapa yang Dia kehendaki, dan Allah Maha Kuasa atas segala sesuatu.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Apa pun yang telah Allah berikan kepada Rasul-Nya dari penduduk kota, maka itu adalah milik Allah, milik Rasul, kerabat, anak yatim, orang miskin, dan musafir, agar janganlah itu menjadi pemberian yang terus-menerus di antara orang-orang kaya di antara kamu. Dan apa pun yang diberikan Rasul kepadamu, ambillah; dan apa pun yang dilarangnya bagimu, tinggalkanlah. Dan bertakwalah kepada Allah. Sesungguhnya Allah amat keras hukumannya.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
"Bagi orang-orang muhajirin fakir yang telah diusir dari rumah dan harta mereka, karena mereka mencari karunia Allah, keridhaan-Nya, dan karena mereka mendukung Allah dan Rasul-Nya. Mereka itulah orang-orang yang benar.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
" Dan orang-orang yang telah mapan dalam rumah tangga dan iman sebelum mereka, mencintai orang-orang yang berhijrah kepada mereka, dan tidak merasa dalam hati mereka kekurangan apa yang diberikan kepada mereka, dan mengutamakan mereka atas diri mereka sendiri, meskipun mereka sangat membutuhkan. Dan barangsiapa yang terpelihara dari kekikiran jiwanya, merekalah orang-orang yang beruntung.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
"Dan orang-orang yang datang setelah mereka berkata, ""Ya Tuhan kami, ampunilah kami dan saudara-saudara kami yang telah beriman sebelum kami, dan janganlah Engkau tanamkan dalam hati kami rasa dendam terhadap orang-orang yang beriman. Ya Tuhan kami, sesungguhnya Engkau Maha Pemurah lagi Maha Penyayang.""",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
