teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
" Apabila orang-orang munafik datang kepadamu, mereka berkata, “Kami bersaksi bahwa engkau adalah utusan Allah.” Padahal Allah mengetahui bahwa engkau adalah utusan-Nya, dan Allah menyaksikan bahwa orang-orang munafik itu benar-benar pendusta.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Mereka menjadikan sumpah-sumpah mereka sebagai perisai dan menghalangi manusia dari jalan Allah. Sesungguhnya, amat buruk apa yang telah mereka kerjakan.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Yang demikian itu adalah karena mereka telah beriman, kemudian mereka kafir, lalu hati mereka terkunci rapat, karena itu mereka tidak mengerti.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"۞ Dan ketika kamu melihat mereka, tubuh mereka membuatmu terkesan, dan jika mereka berbicara, kamu mendengarkan ucapan mereka. Mereka seolah-olah disangga oleh kayu. Mereka mengira setiap teriakan ditujukan kepada mereka. Mereka adalah musuh, maka waspadalah terhadap mereka. Allah akan menghancurkan mereka. Bagaimana mereka bisa tertipu?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan apabila dikatakan kepada mereka: ""Kemarilah, agar Rasulullah memintakan ampunan bagimu,"" mereka pun memalingkan mukanya. Maka kamu melihat mereka memalingkan mukanya, sedang mereka menyombongkan diri.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Sama saja bagi mereka, baik kamu memintakan ampunan bagi mereka atau tidak, Allah tidak akan mengampuni mereka. Sesungguhnya Allah tidak memberi petunjuk kepada kaum yang fasik.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Mereka itulah yang berkata, ""Janganlah kamu memberikan nafkah kepada orang-orang yang bersama Rasulullah sampai mereka berpencar."" Padahal kepunyaan Allah-lah perbendaharaan langit dan bumi, tetapi orang-orang munafik itu tidak memahaminya.",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
" Mereka berkata, ""Jika kita kembali ke Madinah, orang-orang yang lebih terhormat pasti akan mengusir orang-orang yang lebih rendah hati darinya."" Padahal, kemuliaan itu milik Allah, milik Rasul-Nya, dan milik orang-orang mukmin, tetapi orang-orang munafik itu tidak mengetahui.",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Hai orang-orang yang beriman, janganlah harta dan anak-anakmu melalaikan kamu dari mengingat Allah. Dan barangsiapa yang berbuat demikian, maka mereka itulah orang-orang yang merugi.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Dan infaqkanlah sebagian dari apa yang telah Kami berikan kepadamu, sebelum kematian datang kepada salah seorang di antara kamu, lalu ia berkata: ""Ya Tuhanku, kiranya Engkau menangguhkan aku sebentar saja, agar aku dapat bersedekah dan agar aku termasuk orang-orang yang saleh.""",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
 Dan Allah tidak akan menunda suatu jiwa ketika telah tiba ajalnya. Dan Allah Maha Mengetahui apa yang kamu kerjakan.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
