verse_number,arab,king_fahd,kemenag,google_translate
1, إِذَا جَآءَكَ ٱلْمُنَـٰفِقُونَ قَالُوا۟ نَشْهَدُ إِنَّكَ لَرَسُولُ ٱللَّهِ ۗ وَٱللَّهُ يَعْلَمُ إِنَّكَ لَرَسُولُهُۥ وَٱللَّهُ يَشْهَدُ إِنَّ ٱلْمُنَـٰفِقِينَ لَكَـٰذِبُونَ,"Apabila orang-orang munafik datang kepadamu, mereka berkata, ""Kami mengakui bahwa sesungguhnya kamu benar-benar rasul Allah"".  Dan Allah mengetahui bahwa sesungguhnya kamu benar-benar rasul-Nya; dan Allah mengetahui bahwa sesungguhnya orang-orang munafik itu benar-benar orang pendusta.","Apabila orang-orang munafik datang kepadamu (Muhammad), mereka berkata, ""Kami mengakui, bahwa engkau adalah Rasul Allah."" Dan Allah mengetahui bahwa engkau benar-benar Rasul-Nya; dan Allah menyaksikan bahwa orang-orang munafik itu benar-benar pendusta.","Jika yang datang kepada Anda, mereka berkata: Kami akan bersaksi bahwa Anda adalah utusan Tuhan ۗ dan Tuhan tahu bahwa Anda adalah utusan Tuhan yang menjilat"
2,ٱتَّخَذُوٓا۟ أَيْمَـٰنَهُمْ جُنَّةً فَصَدُّوا۟ عَن سَبِيلِ ٱللَّهِ ۚ إِنَّهُمْ سَآءَ مَا كَانُوا۟ يَعْمَلُونَ,"Mereka itu menjadikan sumpah mereka sebagai perisai, lalu mereka menghalangi (manusia) dari jalan Allah.  Sesungguhnya amat buruklah apa yang telah mereka kerjakan.","Mereka menjadikan sumpah-sumpah mereka sebagai perisai, lalu mereka menghalang-halangi (manusia) dari jalan Allah. Sungguh, betapa buruknya apa yang telah mereka kerjakan.","Mereka membawa mereka sebagai surga, jadi mereka mengusir jalan Tuhan ۚ mereka adalah apa yang mereka lakukan"
3,ذَٰلِكَ بِأَنَّهُمْ ءَامَنُوا۟ ثُمَّ كَفَرُوا۟ فَطُبِعَ عَلَىٰ قُلُوبِهِمْ فَهُمْ لَا يَفْقَهُونَ,"Yang demikian itu adalah karena bahwa sesungguhnya mereka telah beriman, kemudian menjadi kafir (lagi) lalu hati mereka dikunci mati; karena itu mereka tidak dapat mengerti.","Yang demikian itu karena sesungguhnya mereka telah beriman, kemudian menjadi kafir, maka hati mereka dikunci, sehingga mereka tidak dapat mengerti.","Itulah yang mereka percayai, dan kemudian tidak percaya, jadi mereka puas dengan hati mereka, jadi mereka tidak akan memahaminya"
4,۞ وَإِذَا رَأَيْتَهُمْ تُعْجِبُكَ أَجْسَامُهُمْ ۖ وَإِن يَقُولُوا۟ تَسْمَعْ لِقَوْلِهِمْ ۖ كَأَنَّهُمْ خُشُبٌ مُّسَنَّدَةٌ ۖ يَحْسَبُونَ كُلَّ صَيْحَةٍ عَلَيْهِمْ ۚ هُمُ ٱلْعَدُوُّ فَٱحْذَرْهُمْ ۚ قَـٰتَلَهُمُ ٱللَّهُ ۖ أَنَّىٰ يُؤْفَكُونَ,"Dan apabila kamu melihat mereka, tubuh-tubuh mereka menjadikan kamu kagum.  Dan jika mereka berkata kamu mendengarkan perkataan mereka.  Mereka adalah seakan-akan kayu yang tersandar.  Mereka mengira bahwa tiap-tiap teriakan yang keras ditujukan kepada mereka. Mereka itulah musuh (yang sebenarnya), maka waspadalah terhadap mereka; semoga Allah membinasakan mereka.  Bagaimanakah mereka sampai dipalingkan (dari kebenaran)?","Dan apabila engkau melihat mereka, tubuh mereka mengagumkanmu. Dan jika mereka berkata, engkau mendengarkan tutur katanya. Mereka seakan-akan kayu yang tersandar. Mereka mengira bahwa setiap teriakan ditujukan kepada mereka. Mereka itulah musuh (yang sebenarnya), maka waspadalah terhadap mereka; semoga Allah membinasakan mereka. Bagaimanakah mereka dapat dipalingkan (dari kebenaran)?","۞ Dan ketika Anda melihat mereka, perwujudan mereka akan dikagumi, waspadalah terhadap mereka ۚ Tuhan telah memberi mereka."
5,وَإِذَا قِيلَ لَهُمْ تَعَالَوْا۟ يَسْتَغْفِرْ لَكُمْ رَسُولُ ٱللَّهِ لَوَّوْا۟ رُءُوسَهُمْ وَرَأَيْتَهُمْ يَصُدُّونَ وَهُم مُّسْتَكْبِرُونَ,"Dan apabila dikatakan kepada mereka, ""Marilah (beriman), agar Rasulullah memintakan ampunan bagimu"", mereka membuang muka mereka dan kamu lihat mereka berpaling sedang mereka menyombongkan diri.","Dan apabila dikatakan kepada mereka, ""Marilah (beriman), agar Rasulullah memohonkan ampunan bagimu,"" mereka membuang muka dan engkau lihat mereka berpaling dengan menyombongkan diri.","Dan ketika mereka dikatakan kepada mereka, mereka akan meminta pengampunan untuk Anda, utusan Tuhan, atas kepala mereka, dan pendapat mereka berulang"
6,سَوَآءٌ عَلَيْهِمْ أَسْتَغْفَرْتَ لَهُمْ أَمْ لَمْ تَسْتَغْفِرْ لَهُمْ لَن يَغْفِرَ ٱللَّهُ لَهُمْ ۚ إِنَّ ٱللَّهَ لَا يَهْدِى ٱلْقَوْمَ ٱلْفَـٰسِقِينَ,"Sama saja bagi mereka, kamu mintakan ampunan atau tidak kamu mintakan ampunan bagi mereka, Allah tidak akan mengampuni mereka.  Sesungguhnya Allah tidak memberi petunjuk kepada orang-orang yang fasik.","Sama saja bagi mereka, engkau (Muhammad) mohonkan ampunan untuk mereka atau tidak engkau mohonkan ampunan bagi mereka, Allah tidak akan mengampuni mereka; sesungguhnya Allah tidak akan memberi petunjuk kepada orang-orang yang fasik.","Saya akan mencari pengampunan bagi mereka atau tidak mencari pengampunan bagi mereka, dan Tuhan tidak akan diampuni untuk mereka ۚ karena Tuhan tidak membimbing umat Allah"
7,هُمُ ٱلَّذِينَ يَقُولُونَ لَا تُنفِقُوا۟ عَلَىٰ مَنْ عِندَ رَسُولِ ٱللَّهِ حَتَّىٰ يَنفَضُّوا۟ ۗ وَلِلَّهِ خَزَآئِنُ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ وَلَـٰكِنَّ ٱلْمُنَـٰفِقِينَ لَا يَفْقَهُونَ,"Mereka orang-orang yang mengatakan (kepada orang-orang Ansar), ""Janganlah kamu memberikan perbelanjaan kepada orang-orang (Muhajirin) yang ada di sisi Rasulullah supaya mereka bubar (meninggalkan Rasulullah)"".  Padahal kepunyaan Allah-lah perbendaharaan langit dan bumi, tetapi orang-orang munafik itu tidak memahami.","Mereka yang berkata (kepada orang-orang Ansar), ""Janganlah kamu bersedekah kepada orang-orang (Muhajirin) yang ada di sisi Rasulullah sampai mereka bubar (meninggalkan Rasulullah)."" Padahal milik Allah lah perbendaharaan langit dan bumi, tetapi orang-orang munafik itu tidak memahami.",Mereka adalah mereka yang mengatakan bahwa mereka tidak membelanjakan mereka yang memiliki utusan Tuhan sampai mereka akan diperbarui yang tidak dimengerti oleh dua keberhasilan
8,يَقُولُونَ لَئِن رَّجَعْنَآ إِلَى ٱلْمَدِينَةِ لَيُخْرِجَنَّ ٱلْأَعَزُّ مِنْهَا ٱلْأَذَلَّ ۚ وَلِلَّهِ ٱلْعِزَّةُ وَلِرَسُولِهِۦ وَلِلْمُؤْمِنِينَ وَلَـٰكِنَّ ٱلْمُنَـٰفِقِينَ لَا يَعْلَمُونَ,"Mereka berkata, ""Sesungguhnya jika kita telah kembali ke Madinah, benar-benar orang yang kuat akan mengusir orang-orang yang lemah darinya"".  Padahal kekuatan itu hanyalah bagi Allah, bagi rasul-Nya dan bagi orang-orang mukmin, tetapi orang-orang munafik itu tiada mengetahui.","Mereka berkata, ""Sungguh, jika kita kembali ke Madinah (kembali dari perang Bani Mustalik), pastilah orang yang kuat akan mengusir orang-orang yang lemah dari sana."" Padahal kekuatan itu hanyalah bagi Allah, Rasul-Nya dan bagi orang-orang mukmin, tetapi orang-orang munafik itu tidak mengetahui.","Mereka mengatakan bahwa kita akan kembali kepada kita ke kota untuk meninggalkan yang tersayang, dipermalukan ۚ dan Tuhan adalah yang terbaik dan utusan Tuhan yang tidak mereka ketahui"
9,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تُلْهِكُمْ أَمْوَٰلُكُمْ وَلَآ أَوْلَـٰدُكُمْ عَن ذِكْرِ ٱللَّهِ ۚ وَمَن يَفْعَلْ ذَٰلِكَ فَأُو۟لَـٰٓئِكَ هُمُ ٱلْخَـٰسِرُونَ,"Hai orang-orang beriman, janganlah harta-hartamu dan anak-anakmu melalaikan kamu dari mengingat Allah.  Barang siapa yang berbuat demikian maka mereka itulah orang-orang yang rugi.","Wahai orang-orang yang beriman! Janganlah harta bendamu dan anak-anakmu melalaikan kamu dari mengingat Allah. Dan barangsiapa berbuat demikian, maka mereka itulah orang-orang yang rugi.","O, mereka yang percaya, tidak memberi Anda ibu Anda, untuk Anda, untuk Anda dari Peringatan Tuhan ۚ dan siapa pun yang melakukannya untuk Anda, untuk Anda"
10,وَأَنفِقُوا۟ مِن مَّا رَزَقْنَـٰكُم مِّن قَبْلِ أَن يَأْتِىَ أَحَدَكُمُ ٱلْمَوْتُ فَيَقُولَ رَبِّ لَوْلَآ أَخَّرْتَنِىٓ إِلَىٰٓ أَجَلٍ قَرِيبٍ فَأَصَّدَّقَ وَأَكُن مِّنَ ٱلصَّـٰلِحِينَ,"Dan belanjakanlah sebagian dari apa yang telah Kami berikan kepadamu sebelum datang kematian kepada salah seorang di antara kamu; lalu ia berkata, ""Ya Tuhan-ku, mengapa Engkau tidak menangguhkan (kematian)ku sampai waktu yang dekat, yang menyebabkan aku dapat bersedekah dan aku termasuk orang-orang yang saleh?""","Dan infakkanlah sebagian dari apa yang telah Kami berikan kepadamu sebelum kematian datang kepada salah seorang di antara kamu; lalu dia berkata (menyesali), ""Ya Tuhanku, sekiranya Engkau berkenan menunda (kematian)ku sedikit waktu lagi, maka aku dapat bersedekah dan aku akan termasuk orang-orang yang saleh.""","Dan menghabiskan apa yang telah kami berikan kepada Anda dari sebelumnya, salah satu dari Anda mati, dan Tuhanku berkata, kalau saja aku akan tertunda untukku, demi penelepon yang lama"
