verse_number,arab,king_fahd,kemenag,google_translate
11,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ ٱذْكُرُوا۟ نِعْمَتَ ٱللَّهِ عَلَيْكُمْ إِذْ هَمَّ قَوْمٌ أَن يَبْسُطُوٓا۟ إِلَيْكُمْ أَيْدِيَهُمْ فَكَفَّ أَيْدِيَهُمْ عَنكُمْ ۖ وَٱتَّقُوا۟ ٱللَّهَ ۚ وَعَلَى ٱللَّهِ فَلْيَتَوَكَّلِ ٱلْمُؤْمِنُونَ,"Hai orang-orang yang beriman, ingatlah kamu akan nikmat Allah (yang diberikan-Nya) kepadamu, di waktu suatu kaum bermaksud hendak menggerakkan tangannya kepadamu (untuk berbuat jahat), maka Allah menahan tangan mereka dari kamu.  Dan bertakwalah kepada Allah, dan hanya kepada Allah sajalah orang-orang mukmin itu harus bertawakal.","Wahai orang-orang yang beriman! Ingatlah nikmat Allah (yang diberikan) kepadamu, ketika suatu kaum bermaksud hendak menyerangmu dengan tangannya, lalu Allah menahan tangan mereka dari kamu. Dan bertakwalah kepada Allah, dan hanya kepada Allahlah hendaknya orang-orang beriman itu bertawakal.","O, mereka yang percaya, mengingat berkat Tuhan, ketika mereka adalah manusia, bahwa mereka akan diberkati, dan mereka akan diberkati dengan Anda, dan mereka akan diberkati. ۚ Dan kepada Tuhan, biarkan orang percaya makan"
12,۞ وَلَقَدْ أَخَذَ ٱللَّهُ مِيثَـٰقَ بَنِىٓ إِسْرَٰٓءِيلَ وَبَعَثْنَا مِنْهُمُ ٱثْنَىْ عَشَرَ نَقِيبًا ۖ وَقَالَ ٱللَّهُ إِنِّى مَعَكُمْ ۖ لَئِنْ أَقَمْتُمُ ٱلصَّلَوٰةَ وَءَاتَيْتُمُ ٱلزَّكَوٰةَ وَءَامَنتُم بِرُسُلِى وَعَزَّرْتُمُوهُمْ وَأَقْرَضْتُمُ ٱللَّهَ قَرْضًا حَسَنًا لَّأُكَفِّرَنَّ عَنكُمْ سَيِّـَٔاتِكُمْ وَلَأُدْخِلَنَّكُمْ جَنَّـٰتٍ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَـٰرُ ۚ فَمَن كَفَرَ بَعْدَ ذَٰلِكَ مِنكُمْ فَقَدْ ضَلَّ سَوَآءَ ٱلسَّبِيلِ,"Dan sesungguhnya Allah telah mengambil perjanjian (dari) Bani Isrā`īl  dan telah Kami angkat diantara mereka dua belas orang pemimpin dan Allah berfirman, ""Sesungguhnya Aku beserta kamu, sesungguhnya jika kamu mendirikan salat dan menunaikan zakat serta beriman kepada rasul-rasul-Ku dan kamu bantu mereka dan kamu pinjamkan kepada Allah pinjaman yang baik sesungguhnya Aku akan menutupi dosa-dosamu.  Dan sesungguhnya kamu akan Kumasukkan ke dalam surga yang mengalir air didalamnya sungai-sungai . Maka barang siapa yang kafir di antaramu sesudah itu, sesungguhnya ia telah tersesat dari jalan yang lurus"".","Dan sungguh, Allah telah mengambil perjanjian dari Bani Israil dan Kami telah mengangkat dua belas orang pemimpin diantara mereka. Dan Allah berfirman, ""Aku bersamamu."" Sungguh, jika kamu melaksanakan salat dan menunaikan zakat serta beriman kepada rasul-rasul-Ku dan kamu bantu mereka dan kamu pinjamkan kepada Allah pinjaman yang baik, pasti akan Aku hapus kesalahan-kesalahanmu, dan pasti, akan Aku masukkan ke dalam surga yang mengalir di bawahnya sungai-sungai. Tetapi barang siapa kafir di antaramu setelah itu, maka sesungguhnya dia telah tersesat dari jalan yang lurus.""","۞ Dan Tuhan membawa putra -putra dari Asir dan Anda memiliki berkah, dan Anda telah diberkati dengan utusan saya, dan Anda telah memberi mereka pinjaman yang baik, dan Anda akan menjadi pinjaman yang baik. Dari itu, maka itu adalah orang yang tidak percaya setelah itu"
13,فَبِمَا نَقْضِهِم مِّيثَـٰقَهُمْ لَعَنَّـٰهُمْ وَجَعَلْنَا قُلُوبَهُمْ قَـٰسِيَةً ۖ يُحَرِّفُونَ ٱلْكَلِمَ عَن مَّوَاضِعِهِۦ ۙ وَنَسُوا۟ حَظًّا مِّمَّا ذُكِّرُوا۟ بِهِۦ ۚ وَلَا تَزَالُ تَطَّلِعُ عَلَىٰ خَآئِنَةٍ مِّنْهُمْ إِلَّا قَلِيلًا مِّنْهُمْ ۖ فَٱعْفُ عَنْهُمْ وَٱصْفَحْ ۚ إِنَّ ٱللَّهَ يُحِبُّ ٱلْمُحْسِنِينَ,"(Tetapi) karena mereka melanggar janjinya, Kami kutuk mereka, dan Kami jadikan hati mereka keras membatu.  Mereka suka mengubah perkataan (Allah) dari tempat-tempatnya, dan mereka (sengaja) melupakan sebagian dari apa yang mereka telah diperingatkan dengannya, dan kamu (Muhammad) senantiasa akan melihat pengkhianatan dari mereka kecuali sedikit di antara mereka (yang tidak berkhianat), maka maafkanlah mereka dan biarkan mereka, sesungguhnya Allah menyukai orang-orang yang berbuat baik.","(Tetapi) karena mereka melanggar janjinya, maka Kami melaknat mereka, dan Kami jadikan hati mereka keras membatu. Mereka suka mengubah firman (Allah) dari tempatnya, dan mereka (sengaja) melupakan sebagian pesan yang telah diperingatkan kepada mereka. Engkau (Muhammad) senantiasa akan melihat pengkhianatan dari mereka kecuali sekelompok kecil di antara mereka (yang tidak berkhianat), maka maafkanlah mereka dan biarkan mereka. Sungguh, Allah menyukai orang-orang yang berbuat baik.","As we take them to their curses, we have made them their hearts ’ ^ They perceive the word about the place of it, and we will be ۙ ۙ ۙ ۙ ۙ And it is still a few of them except for them."
14,وَمِنَ ٱلَّذِينَ قَالُوٓا۟ إِنَّا نَصَـٰرَىٰٓ أَخَذْنَا مِيثَـٰقَهُمْ فَنَسُوا۟ حَظًّا مِّمَّا ذُكِّرُوا۟ بِهِۦ فَأَغْرَيْنَا بَيْنَهُمُ ٱلْعَدَاوَةَ وَٱلْبَغْضَآءَ إِلَىٰ يَوْمِ ٱلْقِيَـٰمَةِ ۚ وَسَوْفَ يُنَبِّئُهُمُ ٱللَّهُ بِمَا كَانُوا۟ يَصْنَعُونَ,"Dan di antara orang-orang yang mengatakan, ""Sesungguhnya kami ini orang-orang Nasrani"", ada yang telah kami ambil perjanjian mereka, tetapi mereka (sengaja) melupakan sebagian dari apa yang mereka telah diberi peringatan dengannya, maka Kami timbulkan di antara mereka permusuhan dan kebencian sampai hari kiamat.  Dan kelak Allah akan memberitakan kepada mereka apa yang selalu mereka kerjakan.","Dan di antara orang-orang yang mengatakan, ""Kami ini orang Nasrani,"" Kami telah mengambil perjanjian mereka, tetapi mereka (sengaja) melupakan sebagian pesan yang telah diperingatkan kepada mereka, maka Kami timbulkan permusuhan dan kebencian di antara mereka hingga hari Kiamat. Dan kelak Allah akan memberitakan kepada mereka apa yang telah mereka kerjakan.","Dan dari mereka yang berkata, “Kami telah mengambilnya. Ke hari Qudamah ۚ dan doa yang Allah prediksi apa yang mereka lakukan"
15,يَـٰٓأَهْلَ ٱلْكِتَـٰبِ قَدْ جَآءَكُمْ رَسُولُنَا يُبَيِّنُ لَكُمْ كَثِيرًا مِّمَّا كُنتُمْ تُخْفُونَ مِنَ ٱلْكِتَـٰبِ وَيَعْفُوا۟ عَن كَثِيرٍ ۚ قَدْ جَآءَكُم مِّنَ ٱللَّهِ نُورٌ وَكِتَـٰبٌ مُّبِينٌ,"Hai ahli kitab, sesungguhnya telah datang kepadamu rasul Kami, menjelaskan kepadamu banyak dari isi Alkitab yang kamu sembunyikan, dan banyak (pula yang) dibiarkannya. Sesungguhnya telah datang kepadamu cahaya dari Allah, dan Kitab yang menerangkan.","Wahai Ahli Kitab! Sungguh, Rasul Kami telah datang kepadamu, menjelaskan kepadamu banyak hal dari (isi) kitab yang kamu sembunyikan, dan banyak (pula) yang dibiarkannya. Sungguh, telah datang kepadamu cahaya dari Allah, dan Kitab yang menjelaskan,","Orang -orang Raja, Utusan kami telah mendatangi Anda, dan banyak dari Anda yang jelas dari apa yang Anda tersembunyi Tuhan adalah cahaya yang jelas"
16,يَهْدِى بِهِ ٱللَّهُ مَنِ ٱتَّبَعَ رِضْوَٰنَهُۥ سُبُلَ ٱلسَّلَـٰمِ وَيُخْرِجُهُم مِّنَ ٱلظُّلُمَـٰتِ إِلَى ٱلنُّورِ بِإِذْنِهِۦ وَيَهْدِيهِمْ إِلَىٰ صِرَٰطٍ مُّسْتَقِيمٍ,"Dengan kitab itulah Allah menunjuki orang-orang yang mengikuti keridan-Nya ke jalan keselamatan, dan (dengan kitab itu pula) Allah mengeluarkan orang-orang itu dari gelap gulita kepada cahaya yang terang benderang dengan seizin-Nya, dan menunjuki mereka ke jalan yang lurus.","Dengan Kitab itulah Allah memberi petunjuk kepada orang yang mengikuti keridaan-Nya ke jalan keselamatan, dan (dengan Kitab itu pula) Allah mengeluarkan orang itu dari gelap gulita kepada cahaya dengan izin-Nya, dan menunjukkan ke jalan yang lurus.",Tuhan membimbingnya dari mereka yang mengikuti jalan Tuhan dan membawa mereka keluar dari kegelapan ke cahaya cahaya cahaya kanan
17,لَّقَدْ كَفَرَ ٱلَّذِينَ قَالُوٓا۟ إِنَّ ٱللَّهَ هُوَ ٱلْمَسِيحُ ٱبْنُ مَرْيَمَ ۚ قُلْ فَمَن يَمْلِكُ مِنَ ٱللَّهِ شَيْـًٔا إِنْ أَرَادَ أَن يُهْلِكَ ٱلْمَسِيحَ ٱبْنَ مَرْيَمَ وَأُمَّهُۥ وَمَن فِى ٱلْأَرْضِ جَمِيعًا ۗ وَلِلَّهِ مُلْكُ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَا ۚ يَخْلُقُ مَا يَشَآءُ ۚ وَٱللَّهُ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ,"Sesungguhnya telah kafirlah orang-orang yang berkata, ""Sesungguhnya Allah itu ialah Al-Masih putra Maryam"".  Katakanlah, ""Maka siapakah (gerangan) yang dapat menghalang-halangi kehendak Allah, jika Dia hendak membinasakan Al-Masih putra Maryam itu beserta ibunya dan seluruh orang-orang yang berada di bumi semuanya?"" Kepunyaan Allah-lah kerajaan langit dan bumi dan apa yang di antara keduanya; Dia menciptakan apa yang dikehendaki-Nya.  Dan Allah Maha Kuasa atas segala sesuatu.","Sungguh, telah kafir orang yang berkata, ""Sesungguhnya Allah itu adalah Al-Masih putra Maryam."" Katakanlah (Muhammad), ""Siapakah yang dapat menghalang-halangi kehendak Allah, jika Dia hendak membinasakan Al-Masih putra Maryam beserta ibunya dan seluruh (manusia) yang berada di bumi?"" dan milik Allahlah kerajaan langit dan bumi dan apa yang ada di antara keduanya. Dia menciptakan apa yang Dia kehendaki. Dan Allah Maha Kuasa atas segala sesuatu.","Dia telah tidak percaya mereka yang berkata: Tuhan adalah Kristus dari Maria. Maryam dan ibunya, dan siapa pun yang ada di seluruh bumi, dan Allah, Raja langit dan bumi, dan apa yang ada di antara mereka ۚ"
18,وَقَالَتِ ٱلْيَهُودُ وَٱلنَّصَـٰرَىٰ نَحْنُ أَبْنَـٰٓؤُا۟ ٱللَّهِ وَأَحِبَّـٰٓؤُهُۥ ۚ قُلْ فَلِمَ يُعَذِّبُكُم بِذُنُوبِكُم ۖ بَلْ أَنتُم بَشَرٌ مِّمَّنْ خَلَقَ ۚ يَغْفِرُ لِمَن يَشَآءُ وَيُعَذِّبُ مَن يَشَآءُ ۚ وَلِلَّهِ مُلْكُ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَا ۖ وَإِلَيْهِ ٱلْمَصِيرُ,"Orang-orang Yahudi dan Nasrani mengatakan, ""Kami ini adalah anak-anak Allah dan kekasih-kekasih-Nya"".  Katakanlah, ""Maka mengapa Allah menyiksa kamu karena dosa-dosamu?"" (Kamu bukanlah anak-anak Allah dan kekasih-kekasih-Nya), tetapi kamu adalah manusia (biasa) di antara orang-orang yang diciptakan-Nya.  Dia mengampuni bagi siapa yang dikehendaki-Nya dan menyiksa siapa yang dikehendaki-Nya.  Dan Kepunyaan Allah-lah kerajaan langit dan bumi serta apa yang ada di antara keduanya.  Dan kepada Allah-lah kembali (segala sesuatu).","Orang Yahudi dan Nasrani berkata, ""Kami adalah anak-anak Allah dan kekasih-kekasih-Nya."" Katakanlah, ""Mengapa Allah menyiksa kamu karena dosa-dosamu? Tidak kamu adalah manusia (biasa) di antara orang-orang yang Dia ciptakan. Dia mengampuni siapa yang Dia kehendaki dan menyiksa siapa yang Dia kehendaki. Dan milik Allah seluruh kerajaan langit dan bumi serta apa yang ada di antara keduanya. Dan kepada-Nya semua akan kembali.""","Dan Al -hahoud dan Nasri berkata: ""Kami adalah Tuhan, dan Tuhan mencintainya ۚ Katakan: Dia tidak menyiksa Anda dengan dosa -dosa Anda."" ۚ Dia dimaafkan untuk seseorang yang akan datang dan menyiksa siapa pun yang mau."
19,يَـٰٓأَهْلَ ٱلْكِتَـٰبِ قَدْ جَآءَكُمْ رَسُولُنَا يُبَيِّنُ لَكُمْ عَلَىٰ فَتْرَةٍ مِّنَ ٱلرُّسُلِ أَن تَقُولُوا۟ مَا جَآءَنَا مِنۢ بَشِيرٍ وَلَا نَذِيرٍ ۖ فَقَدْ جَآءَكُم بَشِيرٌ وَنَذِيرٌ ۗ وَٱللَّهُ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ,"Hai ahli kitab, sesungguhnya telah datang kepada kamu rasul Kami, menjelaskan (syariat Kami) kepadamu ketika terputus (pengiriman) rasul-rasul agar kamu tidak mengatakan, ""Tidak ada datang kepada kami, baik seorang pembawa berita gembira maupun seorang pemberi peringatan"".  Sesungguhnya telah datang kepadamu pembawa berita gembira dan pemberi peringatan.  Allah Maha Kuasa atas segala sesuatu.","Wahai Ahli Kitab! Sungguh, Rasul Kami telah datang kepadamu, menjelaskan (syariat Kami) kepadamu ketika terputus (pengiriman) Rasul-rasul, agar kamu tidak mengatakan, ""Tidak ada yang datang kepada kami baik seorang pembawa berita gembira maupun seorang pemberi peringatan."" Sungguh, telah datang kepadamu pembawa berita gembira dan pemberi peringatan. Dan Allah Mahakuasa atas segala sesuatu.",Keluarga raja telah mendatangi Anda. Anda telah menjadi kekuatan dan firasat ۗ dan Tuhan semua ditakdirkan
20,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِۦ يَـٰقَوْمِ ٱذْكُرُوا۟ نِعْمَةَ ٱللَّهِ عَلَيْكُمْ إِذْ جَعَلَ فِيكُمْ أَنۢبِيَآءَ وَجَعَلَكُم مُّلُوكًا وَءَاتَىٰكُم مَّا لَمْ يُؤْتِ أَحَدًا مِّنَ ٱلْعَـٰلَمِينَ,"Dan (ingatlah) ketika Musa berkata kepada kaumnya, ""Hai kaumku, ingatlah nikmat Allah atasmu ketika Dia mengangkat nabi nabi di antaramu, dan dijadikan-Nya kamu orang-orang merdeka, dan diberikan-Nya kepadamu apa yang belum pernah diberikan-Nya kepada seorang pun di antara umat-umat yang lain.","Dan (ingatlah), ketika Musa berkata kepada kaumnya, ""Wahai kaumku! Ingatlah akan nikmat Allah kepadamu ketika Dia mengangkat Nabi-nabi di antaramu, dan menjadikan kamu sebagai orang-orang merdeka, dan memberikan kepada kamu apa yang belum pernah diberikan kepada seorang pun di antara umat yang lain.""","Dan ketika Musa berkata kepada umat -Nya, Anda akan mengingat rahmat Tuhan, ketika Dia membuat Anda di dalam diri Anda orang -orang"
21,يَـٰقَوْمِ ٱدْخُلُوا۟ ٱلْأَرْضَ ٱلْمُقَدَّسَةَ ٱلَّتِى كَتَبَ ٱللَّهُ لَكُمْ وَلَا تَرْتَدُّوا۟ عَلَىٰٓ أَدْبَارِكُمْ فَتَنقَلِبُوا۟ خَـٰسِرِينَ,"Hai kaumku, masuklah ke tanah suci (Palestina) yang telah ditentukan Allah bagimu, dan janganlah kamu lari kebelakang (karena takut kepada musuh), maka kamu menjadi orang-orang yang merugi"".","Wahai kaumku! Masuklah ke tanah suci (Palestina) yang telah ditentukan Allah bagimu, dan janganlah kamu berbalik ke belakang (karena takut kepada musuh), nanti kamu menjadi orang yang rugi.","Orang -orang di bumi, bumi, demi kepentingan Tuhan, Kitab Tuhan untuk Anda, dan Anda tidak akan digunakan"
22,قَالُوا۟ يَـٰمُوسَىٰٓ إِنَّ فِيهَا قَوْمًا جَبَّارِينَ وَإِنَّا لَن نَّدْخُلَهَا حَتَّىٰ يَخْرُجُوا۟ مِنْهَا فَإِن يَخْرُجُوا۟ مِنْهَا فَإِنَّا دَٰخِلُونَ,"Mereka berkata, ""Hai Musa, sesungguhnya dalam negeri itu ada orang-orang yang gagah perkasa, sesungguhnya kami sekali-kali tidak akan memasukinya sebelum mereka ke luar darinya.  Jika mereka ke luar darinya, pasti kami akan memasukinya"".","Mereka berkata, ""Wahai Musa! Sesungguhnya di dalam negeri itu ada orang-orang yang sangat kuat dan kejam, kami tidak akan memasukinya sebelum mereka keluar darinya. Jika mereka keluar dari sana, niscaya kami akan masuk.""","Mereka berkata, “Jamousa, di mana ada orang yang perkasa, dan kami tidak akan memasukinya sampai mereka keluar"
23,قَالَ رَجُلَانِ مِنَ ٱلَّذِينَ يَخَافُونَ أَنْعَمَ ٱللَّهُ عَلَيْهِمَا ٱدْخُلُوا۟ عَلَيْهِمُ ٱلْبَابَ فَإِذَا دَخَلْتُمُوهُ فَإِنَّكُمْ غَـٰلِبُونَ ۚ وَعَلَى ٱللَّهِ فَتَوَكَّلُوٓا۟ إِن كُنتُم مُّؤْمِنِينَ,"Berkatalah dua orang di antara orang-orang yang takut (kepada Allah) yang Allah telah memberi nikmat atas keduanya, ""Serbulah mereka dengan melalui pintu gerbang (kota) itu, maka bila kamu memasukinya niscaya kamu akan menang.  Dan hanya kepada Allah hendaknya kamu bertawakal, jika kamu benar-benar orang yang beriman"".","Berkatalah dua orang laki-laki di antara mereka yang bertakwa, yang telah diberi nikmat oleh Allah, ""Serbulah mereka melalui pintu gerbang (negeri) itu. Jika kamu memasukinya niscaya kamu akan menang. Dan bertawakallah kamu hanya kepada Allah, jika kamu benar-benar orang-orang beriman.""",Dua pria yang takut pada mereka yang takut Tuhan telah diberkati dengan mereka sehingga Anda akan enggan menjadi orang percaya
24,قَالُوا۟ يَـٰمُوسَىٰٓ إِنَّا لَن نَّدْخُلَهَآ أَبَدًا مَّا دَامُوا۟ فِيهَا ۖ فَٱذْهَبْ أَنتَ وَرَبُّكَ فَقَـٰتِلَآ إِنَّا هَـٰهُنَا قَـٰعِدُونَ,"Mereka berkata, ""Hai Musa, kami sekali sekali tidak akan memasukinya selama-lamanya, selagi mereka ada di dalamnya, karena itu pergilah kamu bersama Tuhan-mu, dan berperanglah kamu berdua, sesungguhnya kami hanya duduk menanti di sini saja"".","Mereka berkata, ""Wahai Musa! Sampai kapan pun kami tidak akan memasukinya selama mereka masih ada di dalamnya, karena itu pergilah engkau bersama Tuhanmu, dan berperanglah kamu berdua. Biarlah kami tetap (menanti) di sini saja.""","Mereka berkata, Moussa"
25,قَالَ رَبِّ إِنِّى لَآ أَمْلِكُ إِلَّا نَفْسِى وَأَخِى ۖ فَٱفْرُقْ بَيْنَنَا وَبَيْنَ ٱلْقَوْمِ ٱلْفَـٰسِقِينَ,"Berkata Musa, ""Ya Tuhan-ku, aku tidak menguasai kecuali diriku sendiri dan saudaraku.  Sebab itu, pisahkanlah antara kami dengan orang-orang yang fasik itu"".","Dia (Musa) berkata, ""Ya Tuhanku, aku hanya menguasai diriku sendiri dan saudaraku. Sebab itu pisahkanlah antara kami dengan orang-orang yang fasik itu.""",Tuanku berkata bahwa aku tidak memiliki apa pun kecuali jiwaku dan kakakku.
26,قَالَ فَإِنَّهَا مُحَرَّمَةٌ عَلَيْهِمْ ۛ أَرْبَعِينَ سَنَةً ۛ يَتِيهُونَ فِى ٱلْأَرْضِ ۚ فَلَا تَأْسَ عَلَى ٱلْقَوْمِ ٱلْفَـٰسِقِينَ,"Allah berfirman, ""(Jika demikian), maka sesungguhnya negeri itu diharamkan atas mereka selama empat puluh tahun, (selama itu) mereka akan berputar-putar kebingungan di bumi (padang Tīh) itu.  Maka janganlah kamu bersedih hati (memikirkan nasib) orang-orang yang fasik itu"".","(Allah) berfirman, ""(Jika demikian), maka (negeri) itu terlarang buat mereka selama empat puluh tahun, (selama itu) mereka akan mengembara kebingungan di bumi. Maka janganlah engkau (Musa) bersedih hati (memikirkan nasib) orang-orang yang fasik itu.""",Dia mengatakan bahwa itu dilarang bagi mereka ۛ Empat puluh tahun ۛ Mereka memberi di tanah ۚ jadi jangan tersentuh pada orang -orang dari orang -orang
27,۞ وَٱتْلُ عَلَيْهِمْ نَبَأَ ٱبْنَىْ ءَادَمَ بِٱلْحَقِّ إِذْ قَرَّبَا قُرْبَانًا فَتُقُبِّلَ مِنْ أَحَدِهِمَا وَلَمْ يُتَقَبَّلْ مِنَ ٱلْـَٔاخَرِ قَالَ لَأَقْتُلَنَّكَ ۖ قَالَ إِنَّمَا يَتَقَبَّلُ ٱللَّهُ مِنَ ٱلْمُتَّقِينَ,"Ceritakanlah kepada mereka kisah kedua putra Adam (Hābīl dan Qābīl) menurut yang sebenarnya, ketika keduanya mempersembahkan kurban, maka diterima dari salah seorang dari mereka berdua (Hābīl) dan tidak diterima dari yang lain ( Qābīl).  Ia berkata ( Qābīl), ""Aku pasti membunuhmu!"" Berkata Habil, ""Sesungguhnya Allah hanya menerima (kurban) dari orang-orang yang bertakwa"".","Dan ceritakanlah (Muhammad) yang sebenarnya kepada mereka tentang kisah kedua putra Adam, ketika keduanya mempersembahkan kurban, maka (kurban) salah seorang dari mereka berdua (Habil) diterima dan dari yang lain (Qabil) tidak diterima. Dia (Qabil) berkata, ""Sungguh, aku pasti membunuhmu!"" Dia (Habil) berkata, ""Sesungguhnya Allah hanya menerima (amal) dari orang yang bertakwa.""","۞ Dan berita tentang putra -putra itu diabadikan oleh kebenaran, ketika mereka mendekati di dekatnya, dan itu diterima dari salah satu dari mereka, dan itu tidak diterima dari Anda. Dia berkata bahwa Tuhan menerima dari orang benar"
28,لَئِنۢ بَسَطتَ إِلَىَّ يَدَكَ لِتَقْتُلَنِى مَآ أَنَا۠ بِبَاسِطٍ يَدِىَ إِلَيْكَ لِأَقْتُلَكَ ۖ إِنِّىٓ أَخَافُ ٱللَّهَ رَبَّ ٱلْعَـٰلَمِينَ,"""Sungguh, kalau kamu menggerakkan tanganmu kepadaku untuk membunuhku, aku sekali-kali tidak akan menggerakkan tanganku kepadamu untuk membunuhmu.  Sesungguhnya aku takut kepada Allah, Tuhan seru sekalian alam"".","""Sungguh, jika engkau (Qabil) menggerakkan tanganmu kepadaku untuk membunuhku, aku tidak akan menggerakkan tanganku kepadamu untuk membunuhmu. Aku takut kepada Allah, Tuhan seluruh alam.""","Jika Anda berada di tangan Anda, untuk membunuh saya apa yang saya lakukan di tengah -tengah Anda untuk membunuh Anda. Saya takut pada Tuhan."
29,إِنِّىٓ أُرِيدُ أَن تَبُوٓأَ بِإِثْمِى وَإِثْمِكَ فَتَكُونَ مِنْ أَصْحَـٰبِ ٱلنَّارِ ۚ وَذَٰلِكَ جَزَٰٓؤُا۟ ٱلظَّـٰلِمِينَ,"""Sesungguhnya aku ingin agar kamu kembali dengan (membawa) dosa (membunuh)ku dan dosamu sendiri, maka kamu akan menjadi penghuni neraka, dan yang demikian itulah pembalasan bagi orang-orang yang zalim"".","""Sesungguhnya aku ingin agar engkau kembali dengan (membawa) dosa (membunuh)ku dan dosamu sendiri, maka engkau akan menjadi penghuni neraka; dan itulah balasan bagi orang yang zalim.""","Saya ingin menjadi serangga dan dalam diri kami, dan Anda akan berasal dari kanan api ۚ dan itu dihargai"
30,فَطَوَّعَتْ لَهُۥ نَفْسُهُۥ قَتْلَ أَخِيهِ فَقَتَلَهُۥ فَأَصْبَحَ مِنَ ٱلْخَـٰسِرِينَ,"Maka hawa nafsu Qābīl menjadikannya menganggap mudah membunuh saudaranya, sebab itu dibunuhnyalah, maka jadilah ia seorang di antara orang-orang yang merugi.","Maka nafsu (Qabil) mendorongnya untuk membunuh saudaranya, kemudian dia pun (benar-benar) membunuhnya, maka jadilah dia termasuk orang yang rugi.","Jadi jiwanya dibunuh oleh saudaranya, dan dia membunuhnya, dan dia menjadi pagi yang baik"
31,فَبَعَثَ ٱللَّهُ غُرَابًا يَبْحَثُ فِى ٱلْأَرْضِ لِيُرِيَهُۥ كَيْفَ يُوَٰرِى سَوْءَةَ أَخِيهِ ۚ قَالَ يَـٰوَيْلَتَىٰٓ أَعَجَزْتُ أَنْ أَكُونَ مِثْلَ هَـٰذَا ٱلْغُرَابِ فَأُوَٰرِىَ سَوْءَةَ أَخِى ۖ فَأَصْبَحَ مِنَ ٱلنَّـٰدِمِينَ,"Kemudian Allah menyuruh seekor burung gagak menggali-gali di bumi untuk memperlihatkan kepadanya (Qābīl) bagaimana dia seharusnya menguburkan mayat saudaranya.  Berkata Qābīl, ""Aduhai celaka aku, mengapa aku tidak mampu berbuat seperti burung gagak ini, lalu aku dapat menguburkan mayat saudaraku ini?"" Karena itu jadilah dia seorang di antara orang-orang yang menyesal.","Kemudian Allah mengutus seekor burung gagak menggali tanah untuk diperlihatkan kepadanya. (Qabil) bagaimana dia seharusnya menguburkan mayat saudaranya. Qabil berkata, ""Oh, celaka aku! Mengapa aku tidak mampu berbuat seperti burung gagak ini, sehingga aku dapat menguburkan mayat saudaraku ini?"" Maka jadilah dia termasuk orang yang menyesal.","Jadi, Tuhan mengirim stroberi, menatap bumi untuk melihat Dia, bagaimana melihat kejahatan saudaranya. Wester"
