verse_number,arab,king_fahd,kemenag,google_translate
1, قَدْ سَمِعَ ٱللَّهُ قَوْلَ ٱلَّتِى تُجَـٰدِلُكَ فِى زَوْجِهَا وَتَشْتَكِىٓ إِلَى ٱللَّهِ وَٱللَّهُ يَسْمَعُ تَحَاوُرَكُمَآ ۚ إِنَّ ٱللَّهَ سَمِيعٌۢ بَصِيرٌ,"Sesungguhnya Allah telah mendengar perkataan wanita yang memajukan gugatan kepada kamu tentang suaminya, dan mengadukan (halnya) kepada Allah.  Dan Allah mendengar soal jawab antara kamu berdua.  Sesungguhnya Allah Maha Mendengar lagi Maha Melihat.","Sungguh, Allah telah mendengar ucapan perempuan yang mengajukan gugatan kepadamu (Muhammad) tentang suaminya, dan mengadukan (halnya) kepada Allah, dan Allah mendengar percakapan antara kamu berdua. Sesungguhnya Allah Maha Mendengar, Maha Melihat.","Tuhan telah mendengar pepatah bahwa Anda akan memberi Anda suaminya dan tidak setuju dengan Tuhan, dan Tuhan mendengar Anda"
2,ٱلَّذِينَ يُظَـٰهِرُونَ مِنكُم مِّن نِّسَآئِهِم مَّا هُنَّ أُمَّهَـٰتِهِمْ ۖ إِنْ أُمَّهَـٰتُهُمْ إِلَّا ٱلَّـٰٓـِٔى وَلَدْنَهُمْ ۚ وَإِنَّهُمْ لَيَقُولُونَ مُنكَرًا مِّنَ ٱلْقَوْلِ وَزُورًا ۚ وَإِنَّ ٱللَّهَ لَعَفُوٌّ غَفُورٌ,"Orang-orang yang men-ẓihār istrinya di antara kamu, (menganggap istrinya sebagai ibunya, padahal) tiadalah istri mereka itu ibu mereka.  Ibu-ibu mereka tidak lain hanyalah wanita yang melahirkan mereka.  Dan sesungguhnya mereka sungguh-sungguh mengucapkan suatu perkataan yang mungkar dan dusta.  Dan sesungguhnya Allah Maha Pemaaf lagi Maha Pengampun.","Orang-orang di antara kamu yang menzihar istrinya, (menganggap istrinya sebagai ibunya, padahal) istri mereka itu bukanlah ibunya. Ibu-ibu mereka hanyalah perempuan yang melahirkannya. Dan sesungguhnya mereka benar-benar telah mengucapkan suatu perkataan yang mungkar dan dusta. Dan sesungguhnya Allah Maha Pemaaf, Maha Pengampun.",Mereka yang menganggap Anda dari wanita Anda dari apa yang mereka adalah ibu mereka ۖ Ibu mereka hanya untuk mereka ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ
3,وَٱلَّذِينَ يُظَـٰهِرُونَ مِن نِّسَآئِهِمْ ثُمَّ يَعُودُونَ لِمَا قَالُوا۟ فَتَحْرِيرُ رَقَبَةٍ مِّن قَبْلِ أَن يَتَمَآسَّا ۚ ذَٰلِكُمْ تُوعَظُونَ بِهِۦ ۚ وَٱللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌ,"Orang-orang yang men-ẓihār istri mereka, kemudian mereka hendak menarik kembali apa yang mereka ucapkan, maka (wajib atasnya) memerdekakan seorang budak sebelum kedua suami istri itu bercampur.  Demikianlah yang diajarkan kepada kamu, dan Allah Maha Mengetahui apa yang kamu kerjakan.","Dan mereka yang menzihar istrinya, kemudian menarik kembali apa yang telah mereka ucapkan, maka (mereka diwajibkan) memerdekakan seorang budak sebelum kedua suami istri itu bercampur. Demikianlah yang diajarkan kepadamu, dan Allah Mahateliti atas apa yang kamu kerjakan.","Dan mereka yang lebih dari wanita mereka, maka mereka akan kembali ke apa yang mereka katakan, dan pembebasan nama panggilan dari sebelumnya, untuk mempertimbangkan Anda, dan bagi Anda untuk melakukannya. Anda melakukan seorang ahli"
4,فَمَن لَّمْ يَجِدْ فَصِيَامُ شَهْرَيْنِ مُتَتَابِعَيْنِ مِن قَبْلِ أَن يَتَمَآسَّا ۖ فَمَن لَّمْ يَسْتَطِعْ فَإِطْعَامُ سِتِّينَ مِسْكِينًا ۚ ذَٰلِكَ لِتُؤْمِنُوا۟ بِٱللَّهِ وَرَسُولِهِۦ ۚ وَتِلْكَ حُدُودُ ٱللَّهِ ۗ وَلِلْكَـٰفِرِينَ عَذَابٌ أَلِيمٌ,"Barang siapa yang tidak mendapatkan (budak), maka (wajib atasnya) berpuasa dua bulan berturut-turut sebelum keduanya bercampur.  Maka siapa yang tidak kuasa (wajiblah atasnya) memberi makan enam puluh orang miskin.  Demikianlah supaya kamu beriman kepada Allah dan rasul-Nya.  Dan itulah hukum-hukum Allah, dan bagi orang-orang kafir ada siksaan yang sangat pedih.","Maka barangsiapa tidak dapat (memerdekakan hamba sahaya), maka (dia wajib) berpuasa dua bulan berturut-turut sebelum keduanya bercampur. Tetapi barangsiapa tidak mampu, maka (wajib) memberi makan enam puluh orang miskin. Demikianlah agar kamu beriman kepada Allah dan Rasul-Nya. Itulah hukum-hukum Allah, dan bagi orang-orang yang mengingkarinya akan mendapat azab yang sangat pedih.","Siapa pun yang tidak menemukan puasa dua bulan, diikuti oleh dua tahun sebelum ia konsisten dengannya. Dan utusannya ۚ dan itulah batas Tuhan"
5,إِنَّ ٱلَّذِينَ يُحَآدُّونَ ٱللَّهَ وَرَسُولَهُۥ كُبِتُوا۟ كَمَا كُبِتَ ٱلَّذِينَ مِن قَبْلِهِمْ ۚ وَقَدْ أَنزَلْنَآ ءَايَـٰتٍۭ بَيِّنَـٰتٍ ۚ وَلِلْكَـٰفِرِينَ عَذَابٌ مُّهِينٌ,Sesungguhnya orang-orang yang yang menentang Allah dan rasul-Nya pasti mendapat kehinaan sebagaimana orang-orang yang sebelum mereka telah mendapat kehinaan.  Sesungguhnya Kami telah menurunkan bukti-bukti nyata.  Dan bagi orang-orang kafir ada siksa yang menghinakan.,"Sesungguhnya orang-orang yang menentang Allah dan Rasul-Nya pasti mendapat kehinaan sebagaimana kehinaan yang telah didapat oleh orang-orang sebelum mereka. Dan sungguh, kami telah menurunkan bukti-bukti yang nyata. Dan bagi orang-orang yang mengingkarinya akan mendapat azab yang menghinakan.","Bagi mereka yang melakukan Tuhan dan utusan -Nya, mereka telah diberikan, seperti mereka yang ada di hadapan mereka dibayar kembali ۚ dan kami telah mendatangi saya. Siksaan yang memalukan"
6,يَوْمَ يَبْعَثُهُمُ ٱللَّهُ جَمِيعًا فَيُنَبِّئُهُم بِمَا عَمِلُوٓا۟ ۚ أَحْصَىٰهُ ٱللَّهُ وَنَسُوهُ ۚ وَٱللَّهُ عَلَىٰ كُلِّ شَىْءٍ شَهِيدٌ,"Pada hari ketika mereka dibangkitkan Allah semuanya, lalu diberitakan-Nya kepada mereka apa yang telah mereka kerjakan.  Allah mengumpulkan (mencatat) amal perbuatan itu, padahal mereka telah melupakannya.  Dan Allah Maha Menyaksikan segala sesuatu.","Pada hari itu mereka semuanya dibangkitkan Allah, lalu diberitakan-Nya kepada mereka apa yang telah mereka kerjakan. Allah menghitungnya (semua amal perbuatan itu), meskipun mereka telah melupakannya. Dan Allah Maha Menyaksikan segala sesuatu.","The day of God will send them all, and he will tell them about what they did ۚ ۚ God, God bless him and forget him ۚ and God is for everything"
7,أَلَمْ تَرَ أَنَّ ٱللَّهَ يَعْلَمُ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ مَا يَكُونُ مِن نَّجْوَىٰ ثَلَـٰثَةٍ إِلَّا هُوَ رَابِعُهُمْ وَلَا خَمْسَةٍ إِلَّا هُوَ سَادِسُهُمْ وَلَآ أَدْنَىٰ مِن ذَٰلِكَ وَلَآ أَكْثَرَ إِلَّا هُوَ مَعَهُمْ أَيْنَ مَا كَانُوا۟ ۖ ثُمَّ يُنَبِّئُهُم بِمَا عَمِلُوا۟ يَوْمَ ٱلْقِيَـٰمَةِ ۚ إِنَّ ٱللَّهَ بِكُلِّ شَىْءٍ عَلِيمٌ,"Tidakkah kamu perhatikan, bahwa sesungguhnya Allah mengetahui apa yang ada di langit dan apa yang ada di bumi? Tiada pembicaraan rahasia antara tiga orang, melainkan Dia-lah yang keempatnya.  Dan tiada (pembicaraan antara) lima orang, melainkan Dia-lah yang keenamnya.  Dan tiada (pula) pembicaraan antara (jumlah) yang kurang dari itu atau lebih banyak, melainkan Dia berada bersama mereka di mana pun mereka berada.  Kemudian Dia akan memberitakan kepada mereka pada hari kiamat apa yang telah mereka kerjakan.  Sesungguhnya Allah Maha mengetahui segala sesuatu.","Tidakkah engkau perhatikan, bahwa Allah mengetahui apa yang ada di langit dan apa yang ada di bumi? Tidak ada pembicaraan rahasia antara tiga orang, melainkan Dialah yang keempatnya. Dan tidak ada lima orang, melainkan Dialah yang keenamnya. Dan tidak ada yang kurang dari itu atau lebih banyak, melainkan Dia pasti ada bersama mereka di mana pun mereka berada. Kemudian Dia akan memberitakan kepada mereka pada hari Kiamat apa yang telah mereka kerjakan. Sesungguhnya Allah Maha Mengetahui segala sesuatu.","Apakah Anda tidak melihat bahwa Tuhan tahu apa yang ada di surga dan apa yang ada di bumi 😂 Apa yang menjadi orang yang bertahan, tetapi itu hanya satu, tetapi itu adalah yang keenam dari mereka adalah yang terendah dari itu, dan tidak ada lagi kecuali untuk mereka, di mana pun mereka tahu"
8,أَلَمْ تَرَ إِلَى ٱلَّذِينَ نُهُوا۟ عَنِ ٱلنَّجْوَىٰ ثُمَّ يَعُودُونَ لِمَا نُهُوا۟ عَنْهُ وَيَتَنَـٰجَوْنَ بِٱلْإِثْمِ وَٱلْعُدْوَٰنِ وَمَعْصِيَتِ ٱلرَّسُولِ وَإِذَا جَآءُوكَ حَيَّوْكَ بِمَا لَمْ يُحَيِّكَ بِهِ ٱللَّهُ وَيَقُولُونَ فِىٓ أَنفُسِهِمْ لَوْلَا يُعَذِّبُنَا ٱللَّهُ بِمَا نَقُولُ ۚ حَسْبُهُمْ جَهَنَّمُ يَصْلَوْنَهَا ۖ فَبِئْسَ ٱلْمَصِيرُ,"Apakah tiada kamu perhatikan, orang-orang yang telah dilarang mengadakan pembicaraan rahasia, kemudian mereka kembali (mengerjakan) larangan itu dan mereka mengadakan pembicaraan rahasia untuk berbuat dosa, permusuhan, dan durhaka kepada rasul.  Dan apabila mereka datang kepadamu, mereka mengucapkan salam kepadamu dengan memberi salam yang bukan sebagai yang ditentukan Allah untukmu.  Dan mereka mengatakan kepada diri mereka sendiri, ""Mengapa Allah tidak menyiksa kita disebabkan apa yang kita katakan itu?"" Cukuplah bagi mereka Jahanam yang akan mereka masuki.  Dan neraka itu adalah seburuk-buruk tempat kembali.","Tidakkah engkau perhatikan orang-orang yang telah dilarang mengadakan pembicaraan rahasia, kemudian mereka kembali (mengerjakan) larangan itu dan mereka mengadakan pembicaraan rahasia untuk berbuat dosa, permusuhan dan durhaka kepada Rasul. Dan apabila mereka datang kepadamu (Muhammad), mereka mengucapkan salam dengan cara yang bukan seperti yang ditentukan Allah untukmu. Dan mereka mengatakan pada diri mereka sendiri, ""Mengapa Allah tidak menyiksa kita atas apa yang kita katakan itu?"" Cukuplah bagi mereka neraka Jahanam yang akan mereka masuki. Maka neraka itu seburuk-buruk tempat kembali.","Apakah Anda tidak melihat kepada mereka yang telah melarang Anda dari para penyintas, maka mereka akan kembali ke tempat yang kami larang dan mereka menyerah dengan milik kami dan jika Anda datang kepada Anda, Anda tidak akan tinggal bersama Anda, dan akan mengatakan kepada mereka sendiri, jika hanya Tuhan yang tidak akan disiksa oleh Tuhan, kesengsaraan nasib nasib nasib nasib dalam diri mereka sendiri, jika Tuhan tidak akan disiksa oleh Tuhan, nasib nasib nasib nasib itu dalam diri mereka sendiri, jika Tuhan tidak akan disiksa oleh Tuhan, nasib nasib nasib nasib mereka sendiri, jika Tuhan tidak disiksa oleh nasib nasib itu"
9,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓا۟ إِذَا تَنَـٰجَيْتُمْ فَلَا تَتَنَـٰجَوْا۟ بِٱلْإِثْمِ وَٱلْعُدْوَٰنِ وَمَعْصِيَتِ ٱلرَّسُولِ وَتَنَـٰجَوْا۟ بِٱلْبِرِّ وَٱلتَّقْوَىٰ ۖ وَٱتَّقُوا۟ ٱللَّهَ ٱلَّذِىٓ إِلَيْهِ تُحْشَرُونَ,"Hai orang-orang beriman, apabila kamu mengadakan pembicaraan rahasia, janganlah kamu membicarakan tentang membuat dosa, permusuhan, dan durhaka kepada rasul.  Dan bicarakanlah tentang membuat kebajikan dan takwa.  Dan bertakwalah kepada Allah yang kepada-Nya kamu akan dikembalikan.","Wahai orang-orang yang beriman! Apabila kamu mengadakan pembicaraan rahasia, janganlah kamu membicarakan perbuatan dosa, permusuhan dan durhaka kepada Rasul. Tetapi bicarakanlah tentang perbuatan kebajikan dan takwa. Dan bertakwalah kepada Allah yang kepada-Nya kamu akan dikumpulkan kembali.","O, mereka yang aman, ketika Anda tidak, maka jangan datang ke kita dan kesalehan ^ dan takut akan Tuhan, yang akan Anda kumpulkan."
10,إِنَّمَا ٱلنَّجْوَىٰ مِنَ ٱلشَّيْطَـٰنِ لِيَحْزُنَ ٱلَّذِينَ ءَامَنُوا۟ وَلَيْسَ بِضَآرِّهِمْ شَيْـًٔا إِلَّا بِإِذْنِ ٱللَّهِ ۚ وَعَلَى ٱللَّهِ فَلْيَتَوَكَّلِ ٱلْمُؤْمِنُونَ,"Sesungguhnya pembicaraan rahasia itu adalah dari setan, supaya orang-orang yang beriman itu berduka cita, sedang pembicaraan itu tiadalah memberi mudarat sedikit pun kepada mereka, kecuali dengan izin Allah dan kepada Allah-lah hendaknya orang-orang yang beriman bertawakal.","Sesungguhnya pembicaraan rahasia itu termasuk (perbuatan) setan, agar orang-orang yang beriman itu bersedih hati, sedang (pembicaraan) itu tidaklah memberi bencana sedikit pun kepada mereka, kecuali dengan izin Allah. Dan kepada Allah hendaknya orang-orang yang beriman bertawakal.","Sebaliknya, orang yang selamat dari Setan sedih oleh mereka yang percaya pada mereka, dan mereka tidak menghalangi orang -orang percaya"
